start_jid,end_jid,sfzh,hcbc
65897,740007602,411621193203011873,C806
11159,940000945,42020419860201791X,E306
3485,940000945,460201194505164467,E306
37728,940000945,630102193802180381,E306
92590,940000945,130429199408038964,E306
9327,940000945,451421195007094849,E306
11159,740001202,42020419860201791X,Z095
1912,740001202,430382197307165938,Z095
77653,740001202,652801194803262284,Z095
55896,740001202,410329195901312350,Z095
19131,740001202,370403193105106708,Z095
21829,740004951,230125199710042464,T977
92804,740004951,511302197905169575,T977
37995,740004951,532600199903215467,T977
56501,740004951,130423193505179042,T977
55638,740004951,511402194007057637,T977
21829,840001473,230125199710042464,Y116
7519,840001473,500100195108229322,Y116
12429,840001473,140525193607067877,Y116
26874,840001473,34010319510401987X,Y116
29559,840001473,65010419330414056X,Y116
21829,140007803,230125199710042464,G835
34676,140007803,513222193301085868,G835
11644,140007803,350821196412144207,G835
82707,140007803,330824198210254939,G835
14283,140007803,130428194206231038,G835
21829,740008687,230125199710042464,G338
2100,740008687,230803196411109071,G338
26966,740008687,360202198604222141,G338
7330,740008687,360429196608097546,G338
59805,740008687,370783197507193353,G338
36735,140000746,21092119750502131X,K065
25359,140000746,411122199007245126,K065
5423,140000746,14112719510812839X,K065
29770,140000746,532927199709246848,K065
76636,140000746,420325194710192183,K065
36735,840005372,21092119750502131X,Z629
57099,840005372,522727197411028125,Z629
73594,840005372,130804197403316182,Z629
75597,840005372,150205197102210808,Z629
97882,840005372,652223196907197418,Z629
36735,940002723,21092119750502131X,C569
31592,940002723,360200197801110272,C569
13068,940002723,621026196810319011,C569
71010,940002723,430802197607260684,C569
46247,940002723,510303195501017010,C569
36735,740005046,21092119750502131X,H550
61119,740005046,420901195507143382,H550
41714,740005046,621201199212066015,H550
62881,740005046,410527199603234098,H550
44060,740005046,511324197910272663,H550
64487,840004976,150622193408136209,C969
59979,840004976,510922199912035870,C969
63162,840004976,210200199508083515,C969
29659,840004976,450922195306275773,C969
39535,840004976,410926196601295083,C969
64487,940000593,150622193408136209,N836
8910,940000593,530326194711039473,N836
91832,940000593,532503197806066361,N836
44577,940000593,341623194410091510,N836
35296,940000593,430501193703108091,N836
64487,540001513,150622193408136209,C799
8965,540001513,630101194206054299,C799
55156,540001513,450602193912267289,C799
53269,540001513,341881193006246365,C799
36656,540001513,210311195611260125,C799
64487,840000997,150622193408136209,C840
68703,840000997,131181194206030486,C840
15234,840000997,441825194912016630,C840
22173,840000997,421100193506239464,C840
84819,840000997,610725194205246942,C840
73822,840005345,440103199601113201,H468
6350,840005345,510122195509210286,H468
36471,840005345,610627194307155336,H468
88105,840005345,510104197804141531,H468
46752,840005345,44530319400306932X,H468
73822,740001488,440103199601113201,G634
21066,740001488,310112197501125721,G634
13907,740001488,441225199202166175,G634
95624,740001488,430382195108126857,G634
54039,740001488,511923194601276516,G634
73822,340005219,440103199601113201,A298
87860,340005219,610824197407024849,A298
84752,340005219,360723198701230986,A298
28990,340005219,330328200004070555,A298
46505,340005219,510781196611164009,A298
73822,440004495,440103199601113201,D763
62441,440004495,51082219450707742X,D763
62607,440004495,420322194112209193,D763
97353,440004495,130426198702234575,D763
77272,440004495,230500196806048802,D763
73822,340004561,440103199601113201,D895
69236,340004561,130632196301166793,D895
44760,340004561,12010619540705446X,D895
87860,340004561,610824197407024849,D895
76277,340004561,513425196707065414,D895
3988,740000902,440100194608256801,D403
43582,740000902,51050119480707373X,D403
2707,740000902,652826197508140103,D403
61689,740000902,511123195306109193,D403
26795,740000902,411200195705091848,D403
3988,740002597,440100194608256801,E933
91410,740002597,35092119860414250X,E933
82168,740002597,511424194010213029,E933
58910,740002597,542521198108089995,E933
12187,740002597,370523198912282330,E933
92273,540001042,441201195702175538,R453
46617,540001042,152900196009221709,R453
24646,540001042,511423197207279213,R453
39689,540001042,340402199203145132,R453
94686,540001042,540232195111246143,R453
92273,140002691,441201195702175538,H182
68333,140002691,340521197009113263,H182
7330,140002691,360429196608097546,H182
31869,140002691,422801195602085391,H182
84819,140002691,610725194205246942,H182
92273,840007215,441201195702175538,K731
18392,840007215,37142519350910074X,K731
53107,840007215,430900194803149990,K731
32786,840007215,621002194612049591,K731
74516,840007215,420304194410162386,K731
63012,240006235,41072819680926822X,Z589
73510,240006235,532801193311305389,Z589
54185,240006235,220103195804293741,Z589
24298,240006235,441882196305115609,Z589
63012,440002485,41072819680926822X,K970
46473,440002485,321181193502205579,K970
77653,440002485,652801194803262284,K970
44422,440002485,710000194905045007,K970
92248,440002485,610628199908276300,K970
63012,940002309,41072819680926822X,N530
26245,940002309,430721199410205609,N530
97935,940002309,542526194412104495,N530
94224,940002309,450401194408232260,N530
32516,940002309,532601199401119674,N530
63012,840001253,41072819680926822X,E506
69236,840001253,130632196301166793,E506
45782,840001253,370501194412183823,E506
79472,840001253,340103196008127664,E506
92590,840001253,130429199408038964,E506
25,240000125,330900198009192961,H832
77877,240000125,210400197104229989,H832
17963,240000125,610103194507125942,H832
59038,240000125,451223195304165668,H832
93219,240000125,632823193701265310,H832
25,240007919,330900198009192961,D393
51215,240007919,411322198809207953,D393
51846,240007919,330301193005151776,D393
69509,240007919,410200196707035114,D393
56331,240007919,310110197103144609,D393
25,440006661,330900198009192961,E155
19492,440006661,410105195905285829,E155
68670,440006661,510124197207152633,E155
35296,440006661,430501193703108091,E155
76744,440006661,360681193905250511,E155
91919,640000743,441802199006157157,N377
43419,640000743,370214195201216285,N377
54536,640000743,130131198712181061,N377
94474,640000743,532500194208016177,N377
63024,640000743,230281199910211417,N377
91919,340007871,441802199006157157,D342
31976,340007871,130204193604131183,D342
7443,340007871,341023196405192268,D342
25362,340007871,513432198612019784,D342
56227,340007871,360721199103267078,D342
91919,740000802,441802199006157157,E745
79340,740000802,130502194212287291,E745
17586,740000802,445322193207033331,E745
78973,740000802,542525198711139761,E745
52287,740000802,610304195401051318,E745
91919,840000453,441802199006157157,S754
62817,840000453,441424199203172344,S754
46146,840000453,450122196503254585,S754
15130,840000453,500101194612287056,S754
56348,840000453,411400195111242259,S754
66759,840006013,370725200101079113,D787
76762,840006013,210200199302262390,D787
25082,840006013,410803195406059515,D787
78193,840006013,512081194908197842,D787
52655,840006013,220381195311246701,D787
66759,540004332,370725200101079113,K655
89661,540004332,419001198009258794,K655
29285,540004332,361124195901031288,K655
94686,540004332,540232195111246143,K655
35708,540004332,341225195506279425,K655
66759,740002018,370725200101079113,D206
27336,740002018,610802198712216501,D206
55520,740002018,500109200107227481,D206
43584,740002018,310115196311090913,D206
73060,740002018,150703196307083291,D206
66759,840002351,370725200101079113,Y513
76138,840002351,430424199509239473,Y513
52712,840002351,440304199705013042,Y513
4248,840002351,430621198702157928,Y513
94363,840002351,230521193206228429,Y513
66759,240002118,370725200101079113,N147
52556,240002118,530111194611159608,N147
23058,240002118,350123195210316808,N147
65243,240002118,220281198402176700,N147
46389,240002118,540102196803035110,N147
6846,440000102,36070119380413657X,H679
76053,440000102,230722193201221807,H679
91832,440000102,532503197806066361,H679
58782,440000102,431102194210026629,H679
41954,440000102,621023198404053190,H679
6846,140003337,36070119380413657X,Z913
38930,140003337,230184194409163707,Z913
41509,140003337,460201194412154665,Z913
36987,140003337,431124198504088223,Z913
61640,140003337,445321199612028406,Z913
6846,640003762,36070119380413657X,E228
82168,640003762,511424194010213029,E228
88086,640003762,130621199202220744,E228
85678,640003762,13102819981221650X,E228
14796,640003762,510700199104286533,E228
6846,540007869,36070119380413657X,K188
23895,540007869,210501198110266555,K188
48573,540007869,610222194202025048,K188
97620,540007869,330602199701305062,K188
37782,540007869,532601193410270862,K188
63053,140002678,210103199811274959,Z493
54503,140002678,62060019531021994X,Z493
77959,140002678,130729197607298029,Z493
33140,140002678,340402197111051367,Z493
6350,140002678,510122195509210286,Z493
63053,740004881,210103199811274959,R659
76625,740004881,640381198102111298,R659
68716,740004881,41058119560503660X,R659
13511,740004881,510683198604223441,R659
62376,740004881,52273119960405362X,R659
63053,940004328,210103199811274959,N004
32714,940004328,630100196503244315,N004
36166,940004328,654221198208221974,N004
47809,940004328,370703195411171271,N004
75857,940004328,360702197102243631,N004
77761,340007727,53012820000824319X,R770
25493,340007727,42110019520925152X,R770
87370,340007727,610402199810143038,R770
17087,340007727,220523193405070311,R770
49432,340007727,542430198911135170,R770
77761,140004825,53012820000824319X,S760
14114,140004825,320722197705219401,S760
32028,140004825,210881198606305851,S760
11197,140004825,350629196710129849,S760
8696,140004825,61042419990506412X,S760
77761,640005930,53012820000824319X,L644
11197,640005930,350629196710129849,L644
49807,640005930,440205198407132752,L644
71042,640005930,360701199808051933,L644
46929,640005930,211221198508184672,L644
42394,840009230,610402199808051062,R375
52519,840009230,530422193507182614,R375
36438,840009230,520502193304282023,R375
56488,840009230,130183198311019481,R375
22976,840009230,421024195012294011,R375
42394,140002101,610402199808051062,S322
1732,140002101,53312219790616360X,S322
49838,140002101,630121193312032158,S322
7381,140002101,520621199812060250,S322
16285,140002101,610624193207137911,S322
42394,640007701,610402199808051062,A559
58048,640007701,630223197705229759,A559
15315,640007701,152202197909083638,A559
63912,640007701,350625194106152300,A559
948,640007701,421222194109293246,A559
42394,540004481,610402199808051062,T333
15572,540004481,451027195002159857,T333
74287,540004481,360728193802128285,T333
29224,540004481,370600195307099594,T333
78193,540004481,512081194908197842,T333
92871,740008646,522622193412127883,C979
65786,740008646,231124194902062277,C979
32288,740008646,431121194612115041,C979
41015,740008646,211303197405229821,C979
79408,740008646,340824197706039375,C979
92871,440007328,522622193412127883,R681
27336,440007328,610802198712216501,R681
59614,440007328,522723198704099401,R681
72055,440007328,522324193606183740,R681
92190,440007328,440222194310302995,R681
92871,840007358,522622193412127883,D765
69778,840007358,419001196511218043,D765
75459,840007358,520300194402049365,D765
81341,840007358,410304194306242595,D765
81060,840007358,141030193009278687,D765
92871,640004927,522622193412127883,L322
42530,640004927,430401197501147490,L322
7453,640004927,440300195303171474,L322
47062,640004927,350526193506055370,L322
32786,640004927,621002194612049591,L322
16360,240008665,441723196603219179,E240
95506,240008665,130108195001269465,E240
61024,240008665,110115194812223060,E240
27895,240008665,522324193906068883,E240
42634,240008665,220521193004104709,E240
16360,640009135,441723196603219179,H969
81021,640009135,341501196708236941,H969
48730,640009135,460000197002167072,H969
61759,640009135,230722198911271588,H969
13143,640009135,341204200105152943,H969
16360,440003347,441723196603219179,S581
7330,440003347,360429196608097546,S581
78440,440003347,540230198109053087,S581
81208,440003347,430981196404050210,S581
48926,440003347,130535198512046727,S581
16360,940004683,441723196603219179,T708
53966,940004683,360703195301120877,T708
98342,940004683,441501196208267745,T708
62808,940004683,623021196604216695,T708
2517,940004683,13112319380611110X,T708
16360,240005262,441723196603219179,K152
29800,240005262,421201199403022341,K152
42048,240005262,210100195904230966,K152
28637,240005262,532926193602164064,K152
67825,240005262,431322196811013060,K152
3320,240007501,410702197505312122,Z637
51905,240007501,61011419490124181X,Z637
75023,240007501,32100219710506735X,Z637
43799,240007501,46010619730911418X,Z637
65897,240007501,411621193203011873,Z637
3320,940008653,410702197505312122,H516
23956,940008653,320324199805156882,H516
72467,940008653,220323194709169082,H516
74341,940008653,330328195801174409,H516
11889,940008653,621226198602165046,H516
3320,240005391,410702197505312122,G915
24464,240005391,320583196112071277,G915
99020,240005391,230903196301061703,G915
31568,240005391,659004198003087625,G915
65891,240005391,410211198303170836,G915
3320,840003536,410702197505312122,Y535
91961,840003536,230183194503238174,Y535
33765,840003536,511523195707018956,Y535
61583,840003536,62052319671201959X,Y535
75618,840003536,42010419820620446X,Y535
56853,440000372,150802197808106715,G713
64768,440000372,411727193904055645,G713
41350,440000372,43041219720920010X,G713
65243,440000372,220281198402176700,G713
92683,440000372,421221193710108880,G713
56853,740001904,150802197808106715,E928
99732,740001904,150201196605251126,E928
68716,740001904,41058119560503660X,E928
1512,740001904,513332194608032392,E928
1225,740001904,410602196209255848,E928
56853,440001007,150802197808106715,E816
18634,440001007,341623193902126260,E816
86328,440001007,500223193612207369,E816
18151,440001007,513426198602283111,E816
95518,440001007,210804194710016768,E816
56853,840006215,150802197808106715,S941
41765,840006215,632525199807104535,S941
78405,840006215,361124193710124108,S941
73938,840006215,532300193410120845,S941
88248,840006215,350600194501201718,S941
9472,340004802,610430194806164648,D263
67289,340004802,620524198707205553,D263
43192,340004802,130803199502018677,D263
17677,340004802,540224198107187340,D263
61735,340004802,610524193704192633,D263
9472,440001559,610430194806164648,K756
51629,440001559,131002194206225645,K756
55443,440001559,13092619550730421X,K756
38941,440001559,445301198311177520,K756
98586,440001559,411527194310215270,K756
9472,340001163,610430194806164648,H028
9135,340001163,430405194512296653,H028
2100,340001163,230803196411109071,H028
3413,340001163,429005197311110734,H028
82010,340001163,511111199311018109,H028
9472,440004461,610430194806164648,N343
25359,440004461,411122199007245126,N343
9452,440004461,220500199508226932,N343
76329,440004461,340208196101139165,N343
66600,440004461,14012119931118373X,N343
82284,140003170,370501198808104480,N983
24493,140003170,513231193910143732,N983
18598,140003170,469022193703115599,N983
62808,140003170,623021196604216695,N983
79774,140003170,410801197904150027,N983
82284,140004307,370501198808104480,L648
48952,140004307,13072419670521446X,L648
52898,140004307,330726198811056476,L648
29204,140004307,441781197008032092,L648
87195,140004307,371727195507011661,L648
82284,840001688,370501198808104480,T365
99804,840001688,45012319780710064X,T365
72749,840001688,511602196603160446,T365
77526,840001688,65232819861127373X,T365
64074,840001688,620525196804076148,T365
27180,740001885,431127193708189583,R910
97162,740001885,511132198512072985,R910
59877,740001885,411723198109226676,R910
86498,740001885,330903196311100546,R910
58574,740001885,420922194406056762,R910
27180,640002181,431127193708189583,T458
31967,640002181,610424195302050644,T458
27292,640002181,533300194106195581,T458
69464,640002181,321201195109303853,T458
41449,640002181,542200193905316504,T458
27180,240001391,431127193708189583,Z012
6387,240001391,450203195907111961,Z012
59315,240001391,340101198503215553,Z012
79417,240001391,361024196811288257,Z012
22571,240001391,350725194006291325,Z012
36859,740005502,310117199011260905,Z797
12429,740005502,140525193607067877,Z797
58903,740005502,411103194811302388,Z797
47985,740005502,52262419910116314X,Z797
83549,740005502,51202119690501453X,Z797
62817,440006052,441424199203172344,S714
44019,440006052,52062419511004699X,S714
99732,440006052,150201196605251126,S714
1368,440006052,520621193001258098,S714
45716,440006052,130323197301088715,S714
62817,540002317,441424199203172344,K782
81021,540002317,341501196708236941,K782
15599,540002317,61072919601130810X,K782
84935,540002317,230110196604048696,K782
95518,540002317,210804194710016768,K782
45962,440006827,654322197412249138,L913
28077,440006827,510522194403033311,L913
52585,440006827,230603194909023398,L913
33559,440006827,130630195411084353,L913
49566,440006827,32090219840129391X,L913
45962,740003713,654322197412249138,D519
85664,740003713,513423198611156350,D519
91868,740003713,211204193701182370,D519
12877,740003713,532930193803318132,D519
72436,740003713,430112193908218814,D519
45962,140001864,654322197412249138,G290
24464,140001864,320583196112071277,G290
64750,140001864,542600193106182281,G290
81429,140001864,513437197203063570,G290
36841,140001864,350783199611192874,G290
45962,540000978,654322197412249138,N877
41225,540000978,540230194604267113,N877
79980,540000978,510300196401106679,N877
72722,540000978,150302197903134215,N877
33940,540000978,320722194108199533,N877
52556,940009070,530111194611159608,C787
3172,940009070,410781197306011111,C787
97129,940009070,34132419440305894X,C787
58233,940009070,420505193903242256,C787
12877,940009070,532930193803318132,C787
52556,840006713,530111194611159608,D137
24646,840006713,511423197207279213,D137
77848,840006713,210604194810218032,D137
12790,840006713,522601197904101539,D137
59882,840006713,31010619390913129X,D137
52556,540005565,530111194611159608,H710
42167,540005565,341204198112265794,H710
31908,540005565,210604197812286016,H710
88729,540005565,410222198809158171,H710
55328,540005565,513231198604267836,H710
52556,240008705,530111194611159608,A755
76560,240008705,622900198911218792,A755
5286,240008705,350922197912242002,A755
51282,240008705,659004197905032899,A755
94360,240008705,513223197110045243,A755
84919,340009691,371525193001265995,S824
98763,340009691,469029198905197024,S824
92276,340009691,440200194307048123,S824
93597,340009691,430525199509204774,S824
87337,340009691,430703198508105166,S824
84919,440005321,371525193001265995,E026
44563,440005321,360982199503249913,E026
58995,440005321,340122196701241237,E026
43728,440005321,511300193503097301,E026
7767,440005321,130629198912312068,E026
84919,940007500,371525193001265995,Y364
98027,940007500,430703199303066655,Y364
51857,940007500,450481198510265472,Y364
34326,940007500,62122219671002406X,Y364
84197,940007500,530629194910127578,Y364
32233,740004229,130900194809289248,S222
4156,740004229,610927198008175358,S222
43177,740004229,210505196710175119,S222
72753,740004229,320585196709303213,S222
2523,740004229,510811198108238643,S222
32233,140008336,130900194809289248,G226
67289,140008336,620524198707205553,G226
86498,140008336,330903196311100546,G226
25281,140008336,630105193110317243,G226
47806,140008336,140203194201026178,G226
21950,740004778,131082198712189130,N176
96584,740004778,371603196511011742,N176
65367,740004778,140322198005302414,N176
63479,740004778,120111193110258340,N176
5683,740004778,43022519641106040X,N176
21950,440006433,131082198712189130,E234
17618,440006433,430406196512173544,E234
78036,440006433,430502194509070457,E234
7756,440006433,320924195202062558,E234
41765,440006433,632525199807104535,E234
21950,240003414,131082198712189130,Y313
77959,240003414,130729197607298029,Y313
63479,240003414,120111193110258340,Y313
79380,240003414,310200199912063763,Y313
63376,240003414,621228193211010549,Y313
21950,940001648,131082198712189130,N400
47636,940001648,511525195109092294,N400
27444,940001648,130621197707287638,N400
33994,940001648,540237197710198535,N400
56771,940001648,341523199707186454,N400
85664,940006280,513423198611156350,E530
65786,940006280,231124194902062277,E530
95795,940006280,231025197410040762,E530
6203,940006280,210423195812208834,E530
81490,940006280,510106193501056238,E530
85664,540006171,513423198611156350,E704
76991,540006171,422827198110123176,E704
64433,540006171,360826197105247378,E704
19671,540006171,500243193304134597,E704
17571,540006171,540121193502060414,E704
85664,840005076,513423198611156350,C826
49537,840005076,520425195604105334,C826
75459,840005076,520300194402049365,C826
53269,840005076,341881193006246365,C826
36656,840005076,210311195611260125,C826
84618,240002530,420300197505316366,T479
34424,240002530,431002195011071899,T479
25725,240002530,341621198106304599,T479
55735,240002530,130431193703248563,T479
13944,240002530,510681196807051342,T479
84618,540009704,420300197505316366,H802
34326,540009704,62122219671002406X,H802
31869,540009704,422801195602085391,H802
94217,540009704,430581196812318069,H802
9702,540009704,341524195611177420,H802
84618,440000056,420300197505316366,N387
3274,440000056,42080119670419417X,N387
14481,440000056,532523193803147403,N387
37108,440000056,653224197601223224,N387
88532,440000056,420503195612305313,N387
78771,540003895,150222193809079565,K277
67128,540003895,522622196702030151,K277
75358,540003895,65402719980204778X,K277
46517,540003895,350502194807305250,K277
79078,540003895,43038219640302871X,K277
78771,240004335,150222193809079565,S118
29198,240004335,150222194206029061,S118
95515,240004335,620702194907033033,S118
31773,240004335,41080119980902198X,S118
4671,240004335,22080019490120010X,S118
78771,240001886,150222193809079565,D791
49537,240001886,520425195604105334,D791
51368,240001886,540226196102096160,D791
5500,240001886,654226199510012942,D791
58857,240001886,610621196110030936,D791
37208,840000539,370404198612217356,D590
87434,840000539,530629199512056594,D590
71948,840000539,350583198402253866,D590
82230,840000539,140202196302235529,D590
93424,840000539,44022219351231085X,D590
37208,440005658,370404198612217356,R295
72968,440005658,540101193707273186,R295
88461,440005658,510321194304037846,R295
44007,440005658,630224197310049469,R295
79774,440005658,410801197904150027,R295
43419,440000856,370214195201216285,A065
28077,440000856,510522194403033311,A065
44053,440000856,610828197102087481,A065
64750,440000856,542600193106182281,A065
44060,440000856,511324197910272663,A065
43419,940004258,370214195201216285,L078
79744,940004258,530521196205218266,L078
64657,940004258,211404195504235939,L078
62818,940004258,440113196709204075,L078
71257,940004258,130208200108108433,L078
43419,140002152,370214195201216285,L796
92828,140002152,320411198108058303,L796
17651,140002152,141122199606203627,L796
45594,140002152,330782196001219028,L796
8696,140002152,61042419990506412X,L796
43419,540004160,370214195201216285,L497
61680,540004160,350301195409100759,L497
66765,540004160,340827193006282770,L497
38510,540004160,532801193101273817,L497
17087,540004160,220523193405070311,L497
15482,840005731,542128196202214565,N432
7868,840005731,621225195909050841,N432
1544,840005731,610928196308186945,N432
57616,840005731,411221199312064937,N432
39165,840005731,530829198407037873,N432
15482,240002282,542128196202214565,Z612
33542,240002282,211121199105221052,Z612
79037,240002282,410224196608126660,Z612
8620,240002282,520400196304166458,Z612
36435,240002282,422827193306013654,Z612
32419,840009109,440606198605133324,G842
81196,840009109,513435197509048469,G842
92828,840009109,320411198108058303,G842
16828,840009109,220100197508156494,G842
77783,840009109,150785195612294431,G842
32419,140005204,440606198605133324,Y977
66749,140005204,150202193702266277,Y977
67128,140005204,522622196702030151,Y977
55156,140005204,450602193912267289,Y977
1648,140005204,230281193004143750,Y977
32419,340000327,440606198605133324,Y763
77588,340000327,420800193908067762,Y763
73116,340000327,469027195901042619,Y763
63589,340000327,410527198802214917,Y763
97555,340000327,620621197402259405,Y763
32419,940006632,440606198605133324,E498
12054,940006632,211282196705200620,E498
91538,940006632,542121195010069827,E498
37798,940006632,340521194305145434,E498
34751,940006632,130301196909221008,E498
36753,540001734,210422193511197726,L922
63916,540001734,621124193505120734,L922
59739,540001734,54222419570304343X,L922
4633,540001734,371401196508018368,L922
8221,540001734,430102198310269166,L922
36753,440000914,210422193511197726,C120
65411,440000914,520329193609255447,C120
92974,440000914,520321197210051503,C120
95775,440000914,621126199502046495,C120
54039,440000914,511923194601276516,C120
36753,940004395,210422193511197726,Y880
94500,940004395,140300193107279541,Y880
15645,940004395,62290119790731736X,Y880
93004,940004395,532622197402102690,Y880
78162,940004395,33000019710918325X,Y880
36753,140009540,210422193511197726,C037
79840,140009540,621228196503141456,C037
54772,140009540,210401198909126398,C037
22037,140009540,61082319620220559X,C037
53417,140009540,451229199805284362,C037
36753,740006546,210422193511197726,R987
29109,740006546,500229194512023629,R987
59256,740006546,620521200103260069,R987
49743,740006546,610425196912208155,R987
19541,740006546,520602196206133410,R987
24493,540002991,513231193910143732,S438
39949,540002991,430522198909230898,S438
13898,540002991,520621194904018217,S438
37570,540002991,621000193012092716,S438
14345,540002991,450502198905015582,S438
24493,740003655,513231193910143732,S327
81157,740003655,530126195711251689,S327
79961,740003655,620524199402277040,S327
92248,740003655,610628199908276300,S327
44658,740003655,610304194710270747,S327
24493,840006529,513231193910143732,K926
61710,840006529,450502195502274842,K926
28387,840006529,141122193810261675,K926
69367,840006529,640100198212307436,K926
67540,840006529,321023198306243600,K926
12941,440003207,542227195712226317,S780
84880,440003207,510725199905273932,S780
36476,440003207,140123199808319260,S780
52225,440003207,32120219410416637X,S780
55328,440003207,513231198604267836,S780
12941,540001318,542227195712226317,K098
37723,540001318,130636198904282755,K098
43547,540001318,440111195404117678,K098
56475,540001318,340506196607144221,K098
79380,540001318,310200199912063763,K098
12941,140008973,542227195712226317,T720
89114,140008973,410200194910284352,T720
65891,140008973,410211198303170836,T720
38941,140008973,445301198311177520,T720
59070,140008973,44082319990310008X,T720
13977,840008344,533325196509175557,G400
65325,840008344,411222200101290258,G400
32644,840008344,350181199210247285,G400
18392,840008344,37142519350910074X,G400
411,840008344,140212199810178221,G400
13977,440005776,533325196509175557,S937
24210,440005776,430624198411189259,S937
27875,440005776,654000193608186164,S937
2157,440005776,211382198808045066,S937
23367,440005776,410611198201251549,S937
13977,540004639,533325196509175557,G351
1782,540004639,130208193210152219,G351
17778,540004639,610328198307285905,G351
72753,540004639,320585196709303213,G351
58740,540004639,360923198611202923,G351
13977,240001420,533325196509175557,S380
28077,240001420,510522194403033311,S380
87870,240001420,12011219521026089X,S380
38213,240001420,450200198107121613,S380
33994,240001420,540237197710198535,S380
39949,940005522,430522198909230898,G478
35206,940005522,340000197006141817,G478
92804,940005522,511302197905169575,G478
3749,940005522,320102197710168452,G478
81073,940005522,441424195509202165,G478
39949,540004726,430522198909230898,N859
67128,540004726,522622196702030151,N859
66068,540004726,440604197409162817,N859
93096,540004726,532926197102161850,N859
22571,540004726,350725194006291325,N859
39949,540008912,430522198909230898,L669
47092,540008912,120113197803088779,L669
28469,540008912,231025194103031571,L669
69482,540008912,130983194712160326,L669
49653,540008912,653001193304078709,L669
29198,940009564,150222194206029061,Z729
46606,940009564,410621198308031872,Z729
12429,940009564,140525193607067877,Z729
88075,940009564,320706195505218341,Z729
83482,940009564,451223197508274195,Z729
24603,240008588,513233195709053585,Y192
58568,240008588,533422196712258709,Y192
85224,240008588,650205194708060562,Y192
12848,240008588,320200199311101295,Y192
91511,240008588,341002194012226024,Y192
24603,640007670,513233195709053585,Y002
99361,640007670,130982199002115594,Y002
46247,640007670,510303195501017010,Y002
12137,640007670,131181194012194394,Y002
6203,640007670,210423195812208834,Y002
24603,640003674,513233195709053585,Y881
67752,640003674,341621195812046933,Y881
69820,640003674,430102194203201360,Y881
88426,640003674,530126198604043976,Y881
72090,640003674,441826198303060569,Y881
58568,840009775,533422196712258709,G412
63566,840009775,11010019911215172X,G412
47806,840009775,140203194201026178,G412
57615,840009775,321301194801285306,G412
84109,840009775,610722198506109211,G412
58568,440000012,533422196712258709,D047
96114,440000012,460101193111121210,D047
81379,440000012,632323194205015870,D047
36349,440000012,44180319750318644X,D047
87486,440000012,231081197204273478,D047
58568,440004308,533422196712258709,G998
58420,440004308,140929197608196596,G998
19975,440004308,152900200007233297,G998
67663,440004308,220211197505208097,G998
46721,440004308,411403198504128847,G998
68067,840008254,230101199306214585,L525
72049,840008254,340621199109177242,L525
62589,840008254,411528193812261981,L525
97047,840008254,451228197002195336,L525
52089,840008254,130636195211247355,L525
68067,540003551,230101199306214585,T451
54536,540003551,130131198712181061,T451
51131,540003551,610902194011307176,T451
6255,540003551,320324198107051341,T451
47159,540003551,230600194102010300,T451
68067,140000541,230101199306214585,D025
47636,140000541,511525195109092294,D025
65035,140000541,610701198903134136,D025
4997,140000541,15080019971227274X,D025
35319,140000541,533325196311295481,D025
68067,340007688,230101199306214585,H237
39327,340007688,500111199008277201,H237
55520,340007688,500109200107227481,H237
56665,340007688,469026195802013576,H237
57836,340007688,411201197908311850,H237
42167,940005045,341204198112265794,S157
19150,940005045,360823193504257592,S157
37570,940005045,621000193012092716,S157
75196,940005045,430527199301238839,S157
241,940005045,320114196911136079,S157
42167,540009580,341204198112265794,T164
65227,540009580,64010519620324590X,T164
13922,540009580,620321198302097582,T164
67510,540009580,511600195102079239,T164
95634,540009580,510132196607040759,T164
47513,240007641,350501198808208315,L175
95515,240007641,620702194907033033,L175
26919,240007641,621101194306214535,L175
46715,240007641,150524195712232904,L175
89861,240007641,130625195904113828,L175
47513,640001446,350501198808208315,K055
51336,640001446,130301197602233228,K055
68054,640001446,36060119350802632X,K055
96459,640001446,429004200012258980,K055
88248,640001446,350600194501201718,K055
47513,740006781,350501198808208315,L856
82081,740006781,522700193506309693,L856
84648,740006781,360481195209251199,L856
77417,740006781,231024193406153428,L856
94686,740006781,540232195111246143,L856
39880,440001839,653129197808068387,C568
21163,440001839,420202199905205709,C568
67128,440001839,522622196702030151,C568
5427,440001839,441702193007262351,C568
72467,440001839,220323194709169082,C568
39880,340004815,653129197808068387,S385
15599,340004815,61072919601130810X,S385
32001,340004815,511902199111063703,S385
81393,340004815,410926195503073685,S385
55526,340004815,445202198606055740,S385
39880,140006034,653129197808068387,H610
1912,140006034,430382197307165938,H610
59927,140006034,211322196008091472,H610
66894,140006034,130981194410289818,H610
81173,140006034,41081119990121834X,H610
39880,340008000,653129197808068387,H697
23527,340008000,360301199405137722,H697
35704,340008000,360730198505098571,H697
49520,340008000,321101199502202453,H697
52237,340008000,430221197406090670,H697
28077,440005701,510522194403033311,G042
57595,440005701,130131195112300852,G042
49905,440005701,419001199603084293,G042
83877,440005701,430724193108089960,G042
46389,440005701,540102196803035110,G042
69778,740006785,419001196511218043,L400
94964,740006785,420301199312264075,L400
81379,740006785,632323194205015870,L400
33423,740006785,140702196807248517,L400
54936,740006785,450303195707268126,L400
87434,540003862,530629199512056594,A567
95044,540003862,130581194602107925,A567
