jid,sfzh,xm,gj,address
11082,610500193607217084,徐林,拉脱维亚,贵州省香港县高港呼和浩特街o座
81083,450109193501106891,刘桂珍,阿拉斯加,湖北省潮州市海港乌鲁木齐街d座
61084,230801194505143404,王鑫,圣皮埃尔岛及密克隆岛,贵州省秀华县龙潭辛集路m座
71085,445381196808256411,刘静,冈比亚,辽宁省丹丹市花溪乌鲁木齐路A座
41086,62110019911103926X,黄瑞,波兰,贵州省昆明县和平刘路g座
61087,512081199003317961,贾桂珍,瑙鲁,北京市贵阳县东城乌鲁木齐路Q座
61088,542222193908128902,王洁,叙利亚,贵州省颖市怀柔拉萨街Z座
41089,610429194403132961,蒋伟,摩尔多瓦,香港特别行政区秀云县新城区路L座
11090,410223193101072923,汪芳,布基纳法索,云南省重庆市徐汇武汉路J座
91091,445122199904029705,叶海燕,立陶宛,江苏省勇县友好周街K座
11092,320724197911120691,郭凤英,委内瑞拉,湖南省桂英市西夏深圳街L座
51093,530926199501075279,王燕,诺福克岛,云南省雪县上街合肥路d座
61094,441203199502098487,谢岩,荷兰,河南省辽阳县江北贵阳路j座
11095,371328197810041373,晏凤英,乌干达,西藏自治区汕尾市梁平广州街I座
11096,152224193009084520,张桂芳,马约特岛,海南省南京市花溪周街r座
51097,440904194309297039,卢秀英,泰国,内蒙古自治区六安县高坪韩路k座
61098,120223199610287031,陆桂芳,英国,内蒙古自治区海门市永川朱街E座
81099,441781193012268390,刘萍,罗马尼亚,新疆维吾尔自治区秀荣县黄浦南昌路F座
21100,130281196701053195,张金凤,特克斯和凯科斯群岛,台湾省杭州市六枝特卫路l座
31101,110100198811143812,周旭,卡塔尔,香港特别行政区璐市安次李路a座
61102,341023195701062703,童桂花,俄罗斯,辽宁省强县沈北新南宁路L座
21103,350623199904103992,贺春梅,乍得,上海市上海县高港邹街C座
21104,450311193002050806,尹杰,博茨瓦纳,甘肃省成县沈河孙街C座
41105,530427194712112144,郑玉,挪威,广东省柳州市魏都冯路k座
91106,51190119410802371X,郭畅,克罗地亚,陕西省丽市淄川唐路U座
11107,433123195107122610,杨畅,几内亚比绍,新疆维吾尔自治区莹市南长武汉街F座
21108,360730194304269866,叶秀梅,加蓬,甘肃省佛山县永川陈路V座
51109,610114195710278833,胡鹏,牙买加,宁夏回族自治区昆明市城北李路V座
81110,510321193904219307,曾红,乌拉圭,西藏自治区晨市沈北新阜新街D座
91111,611022196604074490,蔡玲,巴拿马,台湾省桂芳县新城杨街i座
41112,210423199704056181,高辉,爱尔兰,陕西省伟市丰都田路C座
71113,620400199707287745,高慧,土耳其,河南省淑兰市南溪宁德街A座
61114,530129197102226611,李桂芳,罗马尼亚,广东省沈阳市蓟州呼和浩特路t座
11115,410181196312117804,李红霞,乌拉圭,江苏省杭州县城东太原路s座
11116,140602196406094507,刘飞,瓦努阿图,辽宁省建平市孝南嘉禾路v座
91117,230833196507264138,史志强,布基纳法索,浙江省永安县清城严街i座
41118,350400197609113632,杨刚,吉尔吉斯斯坦,山西省海门市平山王路R座
61119,420901195507143382,柴帆,利比里亚,重庆市南宁县朝阳倪路p座
61120,445224193208253528,郭龙,拉脱维亚,黑龙江省秀华市吉区刘路k座
41121,653024193108025823,李莉,特克斯和凯科斯群岛,青海省丽县牧野周路i座
21122,230221193808153739,杨淑华,塞浦路斯,广西壮族自治区石家庄市西夏杭州街H座
41123,441623195107160200,郭勇,埃塞俄比亚,河南省上海县大东贵阳街Q座
41124,530827194305265583,黄丹丹,新加坡,台湾省张家港县闵行唐街F座
71125,530722199409285170,吴利,科摩罗,陕西省丽娟市东城陶路M座
11126,120104199011250283,马淑珍,开曼群岛,海南省澳门县和平哈尔滨路u座
11127,510903198604287618,柳欢,马其顿,河南省桂兰县清浦陈街Y座
31128,43012120010613970X,李雪,直布罗陀,台湾省昆明县大东邹路M座
51129,542229194303060078,熊刚,埃塞俄比亚,重庆市宇市高港马路d座
61130,410301193007299301,彭飞,巴西,新疆维吾尔自治区辛集县安次深圳街D座
51131,610902194011307176,陈杰,科科斯岛,江西省北镇市大东王路D座
71132,360427197807159000,韦婷,阿尔及利亚,四川省通辽县江北彭路X座
61133,320826194304126500,任凤兰,圣马力诺,上海市桂芝县怀柔梧州路x座
91134,341201195804209176,巩桂兰,以色列,安徽省荣市上街盛街F座
21135,500237194011014222,李婷婷,法属圭亚那,安徽省北镇市南湖高街v座
81136,431122196311143423,庞柳,法罗群岛,河北省宁德县上街刘路r座
61137,330382194911139149,张杨,土库曼斯坦,澳门特别行政区重庆市城东佛山路V座
81138,210124197102064628,雷磊,新喀里多尼亚群岛,广西壮族自治区上海市西夏赵路h座
11139,230623194202131630,黄凤英,百慕大群岛,福建省太原县城东王街X座
21140,469026199812030933,黄玉,安哥拉,内蒙古自治区合肥市合川王路j座
91141,210811197604298375,赖霞,圭亚那,黑龙江省梧州县山亭合山街C座
11142,610630193906107268,范桂芳,乌干达,上海市云县清河呼和浩特路X座
21143,330206194306056159,戴秀芳,赤道几内亚,云南省合肥市涪城谢街R座
51144,140423198804294344,刘丽,新西兰,福建省宜都县江北宜都街r座
81145,65010319570815280X,樊洋,巴基斯坦,河南省拉萨县闵行北京路p座
81146,32021119370309046X,吕红霞,韩国,安徽省拉萨县友好哈尔滨街K座
41147,440600195303167690,周坤,喀麦隆,天津市畅县海港北镇街Z座
81148,320118196809104607,赵洁,古巴,辽宁省哈尔滨市孝南西宁路a座
61149,450328194310071109,张帆,伊郎,上海市重庆市沈北新张路v座
81150,511822196912168157,高玉梅,密克罗尼西亚,澳门特别行政区西安市长寿巢湖街E座
11151,451025194807101268,苏宇,梵蒂冈,西藏自治区丽丽县梁平六盘水路m座
71152,652200194510119426,许婷婷,突尼斯,陕西省深圳市上街王路w座
61153,320700199307217962,吴博,南斯拉夫,香港特别行政区红梅市西峰李路l座
31154,231222193302148403,罗帆,瓦里斯和富士那群岛,江苏省北镇县上街马鞍山街i座
91155,441203196808049107,张成,玻利维亚,青海省桂荣市璧山石家庄路g座
21156,640300196906268111,宋丽华,印度尼西亚,河南省杭州市璧山陈路S座
81157,530126195711251689,方想,尼日利亚,北京市银川市孝南彭路V座
71158,370302194608033523,朱秀荣,斐济,辽宁省辛集市淄川陈街Y座
11159,42020419860201791X,刘楠,几内亚比绍,甘肃省石家庄县锡山宁德路F座
71160,511402194607092233,贺秀芳,日本,香港特别行政区乌鲁木齐市南长六盘水路n座
71161,450303194907269049,樊东,克罗地亚,广西壮族自治区宁德市上街李街y座
61162,350322199512116572,王玲,委内瑞拉,辽宁省惠州县孝南福州街N座
21163,420202199905205709,刘建军,越南,云南省西宁市金平孙街c座
91164,441502199603078522,汤鑫,英国,云南省宁市沈北新郑街s座
21165,370202194401083640,李佳,柬埔塞,山西省秀芳县清河阜新路I座
41166,430412195412154461,郭博,俄罗斯,贵州省六安县房山梧州路T座
21167,321001197307220336,张莉,塔吉克斯坦,山东省玉华市安次张路A座
41168,120223193304261522,陈红,巴西,重庆市重庆市沙湾成都街u座
81169,320505194810295464,罗欣,巴西,山东省汕尾县六枝特关岭街C座
61170,350201195110019846,何淑华,开曼群岛,湖南省洋市大东合肥路u座
21171,320509195801154096,石坤,巴拿马,澳门特别行政区阜新县清城齐路G座
71172,210602195111071109,周伟,马其顿,陕西省慧县普陀章路E座
81173,41081119990121834X,王磊,秘鲁,贵州省斌县涪城重庆路E座
51174,630221198012215647,卓峰,帕劳,上海市沈阳县兴山罗街c座
81175,620201199910065334,李莹,图瓦卢,吉林省红市清浦段街w座
11176,420601199708239550,葛玉兰,安圭拉岛英,香港特别行政区峰市闵行通辽路h座
51177,420113193308089574,周秀兰,南非,安徽省潜江县南长嘉禾路i座
81178,421221198210017723,李建军,索马里,河北省秀云市海陵李路g座
61179,411302198904132114,牛玉,伊郎,青海省玉兰市城北陈路Q座
91180,230901196610288052,刘丽,塞舌尔,北京市巢湖县六枝特大冶街f座
11181,54022419571211156X,孙华,诺福克岛,湖南省华市金平佛山街p座
61182,371721193012119446,覃慧,秘鲁,广东省建华县兴山朱街l座
41183,141021199803143844,谢涛,阿尔巴尼亚,贵州省北镇市吉区张路I座
91184,430424194308062584,万军,拉脱维亚,天津市淑华市高港上海路d座
81185,231000198903073068,蒋平,安圭拉岛英,澳门特别行政区宜都市沙市朱街q座
51186,220723199605220124,周建军,罗马尼亚,重庆市淮安县华龙通辽街C座
91187,532626199405252680,杨莉,毛里塔尼亚,吉林省鑫县平山兰州街A座
71188,620104199809170598,刘鑫,缅甸,广西壮族自治区俊县怀柔曹街U座
81189,220402194712119880,林建平,拉脱维亚,吉林省兵市牧野施街j座
11190,230300194605084102,葛宁,福克兰群岛,重庆市华县友好朱路P座
71191,150723199611225257,李桂荣,爱尔兰,江西省长春县怀柔吴街M座
71192,450223197206195714,周红霞,基里巴斯,湖南省巢湖市普陀佛山路o座
71193,611023199205220980,张秀云,喀麦隆,江西省长沙县秀英王街S座
61194,141028196408054279,李玉英,波斯尼亚和黑塞哥维那,河南省桂珍市怀柔石家庄路T座
11195,530101193304017573,吴斌,开曼群岛,山西省宜都县永川杭州路e座
81196,513435197509048469,黄鹏,多哥,宁夏回族自治区宜都市锡山蔡街z座
11197,350629196710129849,马淑珍,洪都拉斯,浙江省永安县清浦广州街H座
41198,511701198311164734,陈宇,圣多美和普林西比,贵州省桂珍县清河关岭街B座
91199,130927198903014919,陈波,瓜德罗普岛,福建省北京市友好王街T座
11200,32080419370120563X,李阳,乍得,四川省荆门市徐汇合山路o座
71201,140728197904100520,姜佳,匈牙利,西藏自治区秀荣市金平郑州路j座
41202,450124193710136759,修晶,奥地利,新疆维吾尔自治区北镇市高港吴路J座
11203,130303194812027325,管琳,海地,福建省强县静安彭街m座
61204,130429196001122511,张晶,哥斯达黎加,福建省贵阳县长寿深圳路u座
31205,360824196812262879,张志强,哥伦比亚,吉林省丽县合川高路Q座
31206,640424195011035458,陈欢,福克兰群岛,澳门特别行政区淑华县朝阳香港路O座
91207,513222198811162563,林丹丹,巴西,江苏省鹏县梁平合肥街h座
81208,430981196404050210,辛丽丽,加蓬,广东省石家庄市西夏金路N座
81209,141027198008051725,李兵,意大利,青海省潜江县大东汕尾街u座
91210,210521195911022675,周艳,波斯尼亚和黑塞哥维那,山东省桂英市长寿郭路N座
71211,421200195912033300,贾敏,澳大利亚,湖南省张家港市璧山广州路N座
91212,140203193707275169,袁东,马拉维,湖南省峰市江北太原街f座
91213,152522197603042341,叶波,安道尔,西藏自治区娟市房山辽阳街U座
11214,130129199406017717,周畅,黎巴嫩,四川省广州县滨城济南街V座
51215,411322198809207953,卢利,圣克里斯托弗和尼维斯,广东省南京市和平杭州路w座
81216,330201198605193731,李玉华,纽埃岛,新疆维吾尔自治区拉萨市平山张路J座
61217,231224197803074685,张云,西班牙,福建省佛山市闵行成都路H座
21218,420281199710140373,张丽娟,巴拿马,北京市贵阳县西峰六安路H座
41219,440700195509098286,萧勇,美国,湖南省楠市和平杨路U座
81220,32132319910123148X,叶飞,威克岛,宁夏回族自治区春梅县大兴亓街b座
11221,530322199607074364,张岩,瑙鲁,澳门特别行政区桂珍市西峰济南路I座
71222,360702196705128101,涂春梅,西班牙,山西省建国市白云邯郸路F座
21223,411621196010111839,傅桂兰,克罗地亚,云南省凤英市东城张街R座
51224,532500195907090610,刘颖,约旦,海南省玉市永川周路E座
41225,540230194604267113,徐桂香,刚果,贵州省岩县合川顾路m座
11226,522728196209143113,吴雪,加蓬,重庆市哈尔滨市崇文李街q座
61227,330301198710317690,谢秀荣,不丹,江西省鹏县锡山杨路A座
41228,610301193101068187,冷建,巴拿马,山东省西安县六枝特澳门路K座
11229,110106200110068416,熊旭,伯利兹,湖北省成都县兴山郑路T座
11230,341321196004064832,张桂荣,尼日利亚,内蒙古自治区六盘水县西峰邯郸路G座
21231,230921193509173332,王小红,维尔京群岛和圣罗克伊,吉林省六安县清河柳州街Q座
51232,321003193511154262,黄云,安哥拉,广西壮族自治区秀云县浔阳薛街a座
51233,450226196402110153,杨桂芝,马尔代夫,广东省西安市锡山上海路m座
81234,360421196806177642,张桂荣,墨西哥,山西省佛山县江北辛集路o座
51235,330726194811309498,陈东,约旦,天津市岩县平山贵阳街D座
11236,54222219410715710X,陈红梅,尼日尔,台湾省桂珍县华龙黄路t座
41237,360781194612268099,高秀芳,密克罗尼西亚,江西省淑英县朝阳冉路e座
51238,421023196401124006,丁淑珍,乌克兰,云南省兴城县长寿孙街r座
31239,540126193909111481,黄超,巴巴多斯,西藏自治区欢县清河陈街l座
91240,530927195806069169,罗桂芳,科特迪瓦,甘肃省巢湖市黄浦太原路a座
11241,65402819570618933X,陈英,沙特阿拉伯,广东省秀珍县友好汕尾路t座
51242,430102194410051596,杨淑华,卡塔尔,贵州省南京市滨城陈街t座
91243,43080019390503123X,关海燕,新西兰,重庆市建市永川长沙街M座
51244,440401199011051120,陈桂香,圣卢西亚,福建省福州县高明兴安盟街t座
71245,230711199110081341,郑华,哥斯达黎加,吉林省昆明市朝阳赵路O座
41246,610823198807156419,汪波,夏威夷,上海市瑞市安次陈路Q座
71247,150823193811039705,吕云,东萨摩亚,青海省婷婷市六枝特林路Y座
81248,231102196009107031,匡磊,肯尼亚,福建省静市孝南王街u座
81249,310104197306051413,李伟,圣马力诺,西藏自治区文市魏都深圳路A座
71250,230522194210090785,李晨,加拿大,澳门特别行政区玉市璧山王街F座
61251,150722196101171965,吕杨,俄罗斯,宁夏回族自治区琴市新城海口路L座
21252,533422199810230914,褚玉英,马来西亚,广东省玉市朝阳太原路j座
81253,350700194601064058,李帆,西班牙,内蒙古自治区南宁县永川澳门路o座
31254,130529196104146394,周彬,叙利亚,浙江省雪市秀英汪路n座
91255,350626197811111512,夏海燕,斯里兰卡,广东省武汉县江北西安路P座
31256,140203198409026271,季亮,厄立特里亚,内蒙古自治区辽阳市清浦练街f座
71257,130208200108108433,王云,特立尼达和多巴哥,陕西省呼和浩特市静安焦路w座
21258,542623199010195709,张超,福克兰群岛,黑龙江省桂花市合川合肥路B座
81259,350426194701161506,冯玉华,美国,海南省拉萨县六枝特汕尾街L座
91260,530522194712165012,王桂英,科威特,重庆市西安县长寿陈路p座
71261,230421199210099393,刘秀英,意大利,天津市潮州市龙潭六盘水路Q座
31262,511921193910210302,黄瑜,马里,西藏自治区哈尔滨县新城陈路E座
21263,43050019920710712X,陆兵,汤加,海南省玉县魏都南昌街v座
41264,450102194902081744,陈玉华,土库曼斯坦,山东省柳州县合川兰街p座
51265,340602199205253533,黄芳,新加坡,贵州省武汉市滨城吴路t座
81266,610921194508062839,张晨,贝宁,澳门特别行政区深圳县清河张家港路h座
81267,451028196801029486,邵玲,印度尼西亚,安徽省玉华县孝南嵇路B座
11268,632600197203190136,穆淑珍,所罗门群岛,山西省燕市高明香港街Z座
41269,140222199709182798,李林,哥斯达黎加,海南省兴安盟市房山杨街a座
91270,130502197611184218,陈志强,吉尔吉斯斯坦,江苏省淑兰市合川黄街M座
11271,510300198105112766,蒙淑华,冈比亚,安徽省桂珍县东丽田路U座
21272,513427199105237051,饶楠,牙买加,内蒙古自治区天津县双滦重庆路m座
61273,150301197804078485,袁秀英,波多黎各,宁夏回族自治区重庆市沙湾裴路l座
11274,430502199405063159,杨建,中华人民共和国,辽宁省英市清城合肥街W座
91275,360800195206065781,王桂荣,加那利群岛,辽宁省秀兰市梁平吴街m座
81276,610403199510044835,李玉兰,越南,四川省冬梅县花溪洪路s座
31277,450200199509101273,李璐,肯尼亚,黑龙江省沈阳县合川武汉街h座
51278,13012119440930315X,高红梅,瑞士,香港特别行政区广州县安次惠州路D座
21279,610627194812075310,陈浩,马尔代夫,河北省莹市清河南昌路w座
41280,140826199401173439,吴浩,摩洛哥,福建省莹市南溪兰州路U座
61281,542625193401078628,李鹏,瑞士,北京市通辽县沙湾申街p座
51282,659004197905032899,张荣,葡萄牙,辽宁省阳市平山通辽路e座
61283,41010319320824646X,袁桂芝,德国,上海市梅县西夏兴安盟路Z座
61284,341521194002214544,刘红霞,南非,甘肃省海燕县西夏兰州路E座
61285,321183199705178160,马红,卢森堡,安徽省广州县房山宜都街g座
51286,220422193901190708,曾淑珍,科科斯岛,西藏自治区凤兰市滨城李街y座
31287,130521199310288599,刘军,加蓬,广东省武汉县华龙刘街G座
31288,42120019320602749X,张志强,维尔京群岛,青海省玉梅县和平辽阳街Y座
61289,371201197007150145,俞梅,莫桑比克,辽宁省桂花市合川吴街r座
31290,410482194301202126,徐勇,韩国,陕西省永安县沈北新辽阳街U座
51291,360430199205042144,王静,安哥拉,贵州省琳市闵行吴路k座
31292,53340019930830211X,陆建华,黎巴嫩,台湾省阜新市房山马街Z座
41293,330784194906207842,郭玉英,埃塞俄比亚,澳门特别行政区哈尔滨市清城六盘水路Q座
91294,51342819340409861X,夏丽丽,不丹,黑龙江省佛山市沈北新龙路R座
81295,440308198205251117,夏东,波多黎各,青海省嘉禾县花溪胡路D座
61296,630123195209238344,杨华,乌克兰,北京市洋市南溪屈街Q座
61297,230127199310142418,周畅,印度,山东省琳县和平蒋路e座
31298,120000196903085389,吴秀英,苏里南,江苏省张家港市金平永安街T座
51299,620902197503252883,马阳,加纳,山西省成市秀英戴街Z座
71300,360600194607130534,张秀英,挪威,宁夏回族自治区宇市大兴柳州街Q座
31301,140928197907030135,刘荣,安提瓜和巴布达,内蒙古自治区合肥市永川深圳路h座
41302,522327196210140288,刘凤英,布基纳法索,云南省磊县安次六安街R座
11303,150928198309234871,何静,乌干达,辽宁省大冶县和平王路L座
71304,341023196708174630,黄婷,爱沙尼亚,江西省雪县朝阳王街E座
51305,510923195104133817,赵海燕,巴拉圭,山西省柳州市吉区杭州路c座
41306,511101197806069109,白成,苏里南,广东省瑞市黄浦饶街y座
61307,52032319831224360X,龚玉华,安圭拉岛英,宁夏回族自治区秀荣市东丽汕尾路q座
41308,430921197903056041,徐旭,毛里塔尼亚,台湾省建平市南溪兴安盟路Z座
11309,431122196207258503,张萍,巴基斯坦,甘肃省长沙市沈北新澳门街Y座
21310,360900198812135910,黄芳,瑞典,云南省潜江市安次西安街Y座
51311,330501196212042139,焦璐,喀麦隆,辽宁省香港县吉区银川路N座
61312,632823195909272025,王建,哥斯达黎加,黑龙江省鹏县新城南宁路O座
71313,320412196411197733,刘旭,斯洛文尼亚,台湾省坤县徐汇梧州街i座
21314,540200199811134801,胡平,斯洛伐克,重庆市武汉县白云相路o座
41315,130225196206055723,吴强,瑞典,辽宁省呼和浩特市永川辽阳街S座
61316,130732198506054001,查浩,阿尔巴尼亚,江苏省澳门县海港海口路w座
51317,341521196012216171,陈秀梅,摩纳哥,甘肃省宁德市清河王街g座
11318,421381197402033223,郑丹,桑给巴尔,安徽省凯县东城孙街s座
31319,211381199604075069,晁桂花,马耳他,广西壮族自治区石家庄市孝南佛山街e座
91320,510521198212086164,邓桂香,牙买加,西藏自治区想市西峰李路A座
91321,41120119301102009X,宁秀华,乍得,江苏省潜江市东丽宜都街z座
51322,532530193504109320,黄瑜,索马里,吉林省佳县和平海口路r座
51323,360803198802103863,赵红,亚美尼亚,澳门特别行政区琴市沙市宋路e座
51324,140927198009165992,张畅,波兰,云南省兰州县吉区辽阳路R座
51325,500100196801029737,王秀英,斯里兰卡,河北省博县友好辛集路c座
91326,320000195910131032,管想,爱尔兰,天津市沈阳县沈河陈街T座
41327,610423200001039908,余秀梅,中非,澳门特别行政区丹丹县沙湾通辽街q座
51328,370902198407134273,张桂兰,安哥拉,上海市波县牧野辽阳路b座
81329,650100196012213104,蔡丽娟,科威特,北京市兰英市锡山贺路D座
91330,230501197606124461,林宁,桑给巴尔,吉林省沈阳县涪城聂街j座
61331,513326200007273722,孙平,中国,青海省磊市永川西宁路q座
21332,410421193102212957,李淑珍,坦桑尼亚,安徽省广州县崇文林路L座
21333,440704198605043567,沈建华,爱沙尼亚,澳门特别行政区娟县山亭姚路K座
71334,411423196010302282,陈兵,马来西亚,云南省阜新市浔阳淮安路s座
11335,511401196912069331,党玉,波兰,安徽省海口市双滦李路u座
51336,130301197602233228,张成,尼日利亚,山东省兰州市淄川朱路x座
91337,420801200008277931,陈兵,德国,四川省莉县蓟州宁路z座
21338,419000198708178607,王艳,伯利兹,贵州省太原县永川马鞍山路g座
51339,451424194405089636,陈淑兰,卡塔尔,北京市荆门县沈河北镇街y座
11340,469028197007201609,隋敏,圣克里斯托弗和尼维斯,山东省利市永川罗街p座
81341,410304194306242595,王琴,肯尼亚,北京市畅县友好天津街c座
31342,37172519500112376X,孙博,巴布亚新几内亚,江苏省永安市丰都李路M座
91343,411502199912260795,刘佳,威克岛,云南省丽华市大兴张街C座
11344,370703200105195180,原建华,也门,湖北省倩市山亭重庆路I座
11345,210102197506021263,童鹏,尼日利亚,香港特别行政区瑜市海陵王街K座
51346,511000195201272699,赵杰,也门,福建省沈阳市新城朱路t座
31347,530102194812088096,韩莉,特克斯和凯科斯群岛,浙江省俊县徐汇潮州路v座
21348,620602193502243374,易丹丹,塔吉克斯坦,内蒙古自治区巢湖县安次乌鲁木齐路E座
21349,140202197507231585,周志强,莫桑比克,澳门特别行政区广州县高明永安街U座
41350,43041219720920010X,林峰,几内亚,新疆维吾尔自治区海口市和平梧州路C座
21351,140801198711250944,刘博,乌拉圭,新疆维吾尔自治区玉珍市安次孙路x座
41352,522325195508088753,张丽丽,乌干达,海南省玲市清城杨街x座
71353,440304194211108233,李利,日本,福建省广州县魏都北镇街y座
31354,542422199711198112,任军,乌兹别克斯坦,北京市嘉禾县淄川六盘水街S座
21355,130925198409173313,韩佳,澳大利亚,福建省华市城东许路E座
41356,53090219910314096X,马静,阿拉斯加,台湾省凤英市长寿杨街i座
51357,51322819490221631X,金雪,多哥,山西省西安县东丽北京路I座
81358,130303198406030260,潘淑华,中非,安徽省桂珍市合川王街z座
81359,610329197608045886,何海燕,英国,湖北省成县魏都李路R座
51360,530923194406108835,周秀珍,科科斯岛,山东省梧州县滨城合山路K座
91361,520303197312311975,刘红,乌兹别克斯坦,吉林省重庆县朝阳通辽街e座
31362,44051419690202105X,赵荣,捷克,香港特别行政区宜都县崇文柳州街Q座
61363,540124196311026195,杜鑫,蒙特塞拉特岛,台湾省六盘水市永川张家港路q座
71364,610400194205280223,古玉兰,法属波里尼西亚,澳门特别行政区石家庄市吉区台北路s座
71365,410411198210032806,杨伟,牙买加,广东省六盘水市沙湾兴城街C座
31366,220112197904150225,冯桂英,马其顿,湖北省大冶市友好王路B座
91367,640201197603036423,周柳,乍得,湖南省兰州市丰都闻路q座
51368,540226196102096160,顾婷婷,不丹,福建省深圳县高明杨街L座
11369,532326193008287456,赵彬,新加坡,澳门特别行政区兰州市淄川郑州街P座
71370,150300195410137010,王静,马达加斯加,陕西省俊县怀柔米路Q座
71371,21072619750427229X,宋涛,圣多美和普林西比,广东省林县朝阳喻街w座
11372,620924199803107562,王玉英,波斯尼亚和黑塞哥维那,新疆维吾尔自治区晨市六枝特沈阳街a座
51373,37158119561211853X,何文,图瓦卢,辽宁省辉县梁平倪路p座
31374,210401195511192607,庞玉兰,阿鲁巴岛,安徽省芳市六枝特兰州街q座
51375,420324198305227241,丁红,瓜德罗普岛,香港特别行政区辛集市南长南京路m座
21376,410600197712127060,房娜,利比亚,云南省海口县南湖张街M座
41377,621027193301305933,聂飞,塞浦路斯,贵州省武汉县沙湾赖路Q座
41378,451102199403294810,葛荣,乌干达,湖南省齐齐哈尔县大东济南路v座
81379,632323194205015870,李海燕,卡塔尔,河北省琴县双滦邢街D座
91380,230224194310131042,刘楠,新西兰,新疆维吾尔自治区桂兰市南溪北京街N座
91381,230500195906267370,庄娟,蒙古,河北省鑫县璧山沈阳路X座
71382,410305193904105066,李明,缅甸,浙江省兰州县淄川邯郸路M座
91383,120110199512090465,邓林,挪威,江苏省乌鲁木齐市白云哈尔滨路z座
31384,511824193809146602,孙玉华,卢森堡,青海省平县和平孙路Q座
71385,310104199305040762,王斌,英国,内蒙古自治区重庆市淄川郑路m座
51386,211422197004124193,顾海燕,留尼汪岛,海南省金凤县东城曹路i座
61387,310120198703232140,盛晶,安提瓜和巴布达,台湾省兴城县普陀昆明路D座
71388,511423199502214999,苏丽华,马尔代夫,浙江省平县萧山张路R座
61389,232722196504192236,齐红,吉尔吉斯斯坦,宁夏回族自治区桂芝市长寿刘街S座
51390,52262319990104437X,孔瑞,土耳其,江苏省淑华市友好佛山街R座
61391,370000193207124463,朱红,黎巴嫩,山西省合山县牧野惠州街q座
21392,15062319770907910X,胡利,海地,湖北省慧市丰都杨路A座
81393,410926195503073685,颜建军,厄立特里亚,海南省桂花县南溪赵街v座
31394,420505195001165924,谢成,摩洛哥,辽宁省永安市长寿汕尾路e座
51395,220521197311239193,何晶,威克岛,陕西省成都市新城王街b座
21396,520325195906265792,辛佳,约旦,辽宁省峰县清城韦路x座
81397,61020419751112020X,韩凯,不丹,广东省春梅市高明深圳路O座
21398,210200194210039850,张欣,特立尼达和多巴哥,澳门特别行政区桂荣县高港大冶街G座
41399,410205196206113358,宋秀梅,圣文森特岛,江西省沈阳县长寿济南街H座
21400,469024198402180819,魏凯,古巴,云南省红梅市兴山陈路w座
31401,520524199811066486,孙莹,喀麦隆,宁夏回族自治区莉市梁平杨街j座
51402,34030019830406665X,涂颖,蒙特塞拉特岛,新疆维吾尔自治区璐县闵行北京街s座
51403,510115200106181169,郑杰,阿鲁巴岛,天津市桂兰市南长张街u座
61404,630224193007026768,傅楠,索马里,澳门特别行政区红县大兴冯路e座
31405,230000197612047745,王坤,伊拉克,湖北省欣市秀英华街C座
41406,411001193205184956,罗秀荣,博茨瓦纳,北京市南昌市华龙马街a座
51407,361026195310239981,徐丽华,摩纳哥,青海省西安县海陵呼和浩特街k座
31408,420701197801305520,黄雪,葡萄牙,上海市波县东城荆门路p座
41409,610202196107022862,陈博,土耳其,山东省红市浔阳呼和浩特街f座
91410,35092119860414250X,商娟,巴林,青海省合肥市清河吴街p座
31411,620321195609299716,金莉,加拿大,广东省太原县清城宜都路d座
11412,511000194701047821,潘龙,土耳其,青海省宜都市崇文沈阳路q座
81413,440118197006228739,陈凤英,留尼汪岛,福建省南昌县长寿乌鲁木齐街L座
41414,220581193207078252,潘兰英,日本,澳门特别行政区峰县金平雷街t座
81415,500151193101074656,冯霞,伊拉克,辽宁省广州市海港关岭路z座
61416,632321199102246537,翟畅,斯威士兰,内蒙古自治区邯郸县合川庄路i座
31417,440118195210068753,甘云,贝宁,江苏省辛集市秀英孙街S座
11418,320200194105110817,姚柳,巴拿马,甘肃省雷市孝南金路C座
91419,370105196402206051,李欢,突尼斯,黑龙江省长沙县孝南杨路U座
31420,320508194806296324,罗飞,毛里塔尼亚,甘肃省建军市双滦林街g座
21421,361121199211043758,萧兵,圣多美和普林西比,海南省涛县怀柔深圳路O座
41422,610104197001273331,黄建,圣多美和普林西比,新疆维吾尔自治区坤县南湖程路t座
21423,350981195111047865,樊秀荣,津巴布韦,吉林省旭县锡山戴街X座
11424,654224197710181618,萧峰,扎伊尔,香港特别行政区兴安盟县崇文辛集街A座
91425,140622193603030774,王莉,特立尼达和多巴哥,浙江省春梅县浔阳梁路i座
21426,120103198106211948,李波,智利,湖北省琴市璧山潮州路c座
81427,530301195609011746,赵玉,巴拿马,上海市秀英县高港何街R座
21428,230422199112069963,黄云,格鲁吉亚,江苏省辽阳市魏都沈阳街Q座
81429,513437197203063570,黄亮,卡塔尔,澳门特别行政区丽县六枝特海门街f座
81430,610601197012105286,王红梅,阿拉斯加,广东省西安县大兴黄街y座
41431,370301195605104881,李建军,巴林,黑龙江省荆门县大东贺街Y座
31432,371600195402282849,徐勇,塞内加尔,江西省北京县怀柔陈路d座
81433,360823197707155068,裴超,摩洛哥,内蒙古自治区华市高坪萧路o座
