start_jid,end_jid,sfzh,hbh
5312,20009810,230307199506306336,CA742
1962,20009810,410323196406166233,CA742
3688,20009810,120102195910074518,CA742
7047,20007813,211223198905036940,TV741
2513,20007813,15052419330803021X,TV741
1174,20007813,232723197410184375,TV741
5765,20007813,440904194104231829,TV741
578,20007813,650204200006049432,TV741
7047,20004486,211223198905036940,CA652
5223,20004486,210000193005083064,CA652
8178,20004486,110107197107093145,CA652
9699,20004486,65292819521208456X,CA652
5442,20004486,530421193303193585,CA652
7047,20008351,211223198905036940,TV585
7279,20008351,411122196304267184,TV585
8566,20008351,532625193002169248,TV585
1730,20008351,441426194806159384,TV585
8434,20008351,330182194803190886,TV585
7047,20009259,211223198905036940,MU598
3470,20009259,320117199505063575,MU598
9687,20009259,511528193501271465,MU598
1172,20009259,533124197803032183,MU598
3573,20009259,330000196512122962,MU598
7537,20009259,422802196006010474,MU598
8817,20009259,350100196206092864,MU598
9224,20009259,371482196711121924,MU598
3455,20009259,511903199402229407,MU598
1659,20009259,210711196005218150,MU598
7047,20009856,211223198905036940,TV427
753,20009856,230227193109087857,TV427
3098,20009856,652922193703113479,TV427
8820,20009856,632701197110048239,TV427
4621,20009856,420981194012238299,TV427
291,20004664,140424196006249968,MU302
1172,20004664,533124197803032183,MU302
2820,20004664,61020319870219826X,MU302
5882,20004664,330328199412041117,MU302
4118,20004664,652701199006262254,MU302
291,20000452,140424196006249968,CA833
9221,20000452,520103198210271259,CA833
8202,20000452,130634199211186674,CA833
9696,20000452,513427195910142129,CA833
5883,20000452,511603195709203055,CA833
291,20005918,140424196006249968,MU346
738,20005918,33020419700118795X,MU346
3733,20005918,540236194806146238,MU346
9454,20005918,150500199003141513,MU346
2596,20005918,410711198111103943,MU346
291,20005856,140424196006249968,MF017
4293,20005856,654224194311176156,MF017
6925,20005856,653128195611120465,MF017
5035,20005856,52273219431208249X,MF017
2959,20005856,36062219980810427X,MF017
291,20000104,140424196006249968,CZ964
7820,20000104,510725198012179805,CZ964
7311,20000104,150626194610089274,CZ964
6264,20000104,610602193107263541,CZ964
2179,20000104,511822197904300490,CZ964
1430,20000104,421200195407015208,CZ964
8397,20000104,330381195906145163,CZ964
6481,20000104,360622193603247886,CZ964
4366,20000104,654000195804085001,CZ964
9046,20000104,350111193109296641,CZ964
8961,20005770,11011619451228655X,CZ375
5968,20005770,411521195502022090,CZ375
761,20005770,370801198104210345,CZ375
7135,20005770,440224197606060266,CZ375
791,20005770,51072719851125653X,CZ375
3573,20005770,330000196512122962,CZ375
2684,20005770,331001200007065764,CZ375
4834,20005770,231000195503149146,CZ375
6426,20005770,350626197809016372,CZ375
8641,20005770,510181196611241489,CZ375
8961,20000967,11011619451228655X,CJ975
549,20000967,431121196103012297,CJ975
2473,20000967,131122194109194817,CJ975
6026,20000967,621227198207293650,CJ975
8171,20000967,441427194204261484,CJ975
8961,20002248,11011619451228655X,3U927
8949,20002248,620104199011052875,3U927
4830,20002248,341501193901308827,3U927
5799,20002248,530522193202020978,3U927
3026,20002248,451301198103279192,3U927
712,20002248,321023196002057033,3U927
7962,20002248,513327199003247843,3U927
3612,20002248,350982193711140542,3U927
5359,20002248,321204197808193313,3U927
6149,20002248,120110194808117118,3U927
7820,20006775,510725198012179805,CJ104
2799,20006775,37132419530410164X,CJ104
6291,20006775,350725193109182864,CJ104
5833,20006775,120112198810162437,CJ104
8643,20006775,43048219500213239X,CJ104
7820,20006781,510725198012179805,MU512
9438,20006781,340181197712271727,MU512
1506,20006781,451222196809237573,MU512
1922,20006781,610114196608316615,MU512
4133,20006781,640301194508067813,MU512
7820,20009410,510725198012179805,MU871
7244,20009410,210201196105277545,MU871
2020,20009410,640100193708088246,MU871
9240,20009410,610929193802217041,MU871
5442,20009410,530421193303193585,MU871
7820,20005617,510725198012179805,MU925
3638,20005617,610426194008239831,MU925
5522,20005617,440781195506057938,MU925
1765,20005617,320102193610282786,MU925
7194,20005617,140621197103204901,MU925
7210,20005617,451122194308289389,MU925
1932,20005617,321282197609212824,MU925
2684,20005617,331001200007065764,MU925
2051,20005617,130725196509288994,MU925
8505,20005617,510104197009200635,MU925
5651,20002468,520400193904238124,CZ812
7778,20002468,441721199106162766,CZ812
2090,20002468,350623195210056791,CZ812
9682,20002468,621225194708256267,CZ812
5206,20002468,65292719350820510X,CZ812
1981,20002468,23010319710829256X,CZ812
4421,20002468,230902193012019197,CZ812
5677,20002468,542400197503047144,CZ812
5439,20002468,410883197611189619,CZ812
5828,20002468,469006196404182592,CZ812
5651,20009993,520400193904238124,MU438
5843,20009993,451121198501259239,MU438
2778,20009993,350527194105044348,MU438
1783,20009993,15252719660606210X,MU438
8666,20009993,330400197706269651,MU438
5651,20001062,520400193904238124,3U678
9588,20001062,640121198207263135,3U678
8879,20001062,120101194603273831,3U678
7313,20001062,130730197312248492,3U678
184,20001062,131125196203218510,3U678
5651,20005596,520400193904238124,TV866
2011,20005596,43122719730501730X,TV866
7513,20005596,320303194311062013,TV866
3542,20005596,150125195205143485,TV866
5506,20005596,542400197003271377,TV866
5651,20000164,520400193904238124,CZ755
9586,20000164,451324195106147428,CZ755
8301,20000164,431201199706140515,CZ755
2558,20000164,542127194201196339,CZ755
9313,20000164,440802193903227962,CZ755
3804,20006960,653024198904174689,3U071
8112,20006960,410724193302285654,3U071
7701,20006960,630221197605040489,3U071
8021,20006960,511700198711221340,3U071
2593,20006960,422825196003268298,3U071
9489,20006960,370686196805267989,3U071
8410,20006960,442000199401046419,3U071
124,20006960,500114198606092914,3U071
8339,20006960,520301197512227345,3U071
7238,20006960,53000019480808676X,3U071
3804,20005907,653024198904174689,CZ107
6273,20005907,410303196111191866,CZ107
9197,20005907,130728197903225629,CZ107
6408,20005907,370402194709064666,CZ107
7327,20005907,450922197110317969,CZ107
3804,20003187,653024198904174689,3U173
8849,20003187,469021199705166868,3U173
4120,20003187,540226199209132698,3U173
7061,20003187,421201198805079290,3U173
4164,20003187,522628195802288938,3U173
3804,20004575,653024198904174689,MF739
9429,20004575,330182196811071667,MF739
1229,20004575,21052119791021552X,MF739
6462,20004575,340404193402098135,MF739
7325,20004575,360924197103188821,MF739
796,20009177,110112194903234946,CA389
8246,20009177,222400198501116994,CA389
8273,20009177,520122198009256187,CA389
1460,20009177,131081197511225173,CA389
419,20009177,360828200010267138,CA389
9445,20009177,320982196504070535,CA389
7688,20009177,510302196905045366,CA389
6047,20009177,230225193801272837,CA389
3389,20009177,410425194002094113,CA389
7580,20009177,230803198809053521,CA389
796,20005877,110112194903234946,CJ070
4606,20005877,211382199002108544,CJ070
738,20005877,33020419700118795X,CJ070
6109,20005877,15222119730612513X,CJ070
9547,20005877,610802196504291356,CJ070
796,20000405,110112194903234946,CJ832
2137,20000405,520421194904101757,CJ832
9834,20000405,320803193303070163,CJ832
635,20000405,150626194104151282,CJ832
9965,20000405,150922199706181554,CJ832
8966,20006746,450603195311020139,MU804
5565,20006746,371482197407185418,MU804
4721,20006746,620702197412079666,MU804
59,20006746,341001199812120611,MU804
6281,20006746,210904196310123956,MU804
8966,20002838,450603195311020139,MU107
8882,20002838,350121199107091490,MU107
7188,20002838,230126194703050873,MU107
1459,20002838,360427194412189308,MU107
3760,20002838,652223193006093191,MU107
8966,20006756,450603195311020139,CA239
4020,20006756,520201197803316115,CA239
4395,20006756,610626195411214947,CA239
1192,20006756,500112197710166621,CA239
7572,20006756,500101194602102943,CA239
8966,20004578,450603195311020139,CZ584
5910,20004578,450329197911282622,CZ584
198,20004578,542231193905190301,CZ584
5223,20004578,210000193005083064,CZ584
1715,20004578,610581198404274442,CZ584
4364,20004578,140825199409266094,CZ584
5092,20004578,44522419960211518X,CZ584
6841,20004578,34112219521116719X,CZ584
5136,20004578,350426193909299550,CZ584
6541,20004578,320404194207250622,CZ584
5464,20005271,511525194602138546,3U488
2161,20005271,140825195805310730,3U488
2880,20005271,410601199102267520,3U488
2624,20005271,410101199810190942,3U488
3668,20005271,331021198210034512,3U488
5464,20009335,511525194602138546,MU605
641,20009335,530829199301145926,MU605
4223,20009335,62012319330615773X,MU605
578,20009335,650204200006049432,MU605
610,20009335,410501194805092351,MU605
5464,20006485,511525194602138546,TV664
1068,20006485,440000197503021940,TV664
2022,20006485,411600197312200856,TV664
4994,20006485,340302193108105244,TV664
4456,20006485,350921196505129191,TV664
5464,20004936,511525194602138546,MU015
761,20004936,370801198104210345,MU015
2139,20004936,451225195606300960,MU015
9887,20004936,654000198307182963,MU015
882,20004936,371402197801078918,MU015
499,20006114,43052219580215780X,CJ054
3029,20006114,150425197610177529,CJ054
5835,20006114,140411198005012739,CJ054
2527,20006114,210505195704040416,CJ054
7746,20006114,632223198005306676,CJ054
8989,20006114,441823198710014720,CJ054
3527,20006114,341522197401082710,CJ054
9249,20006114,450406193108303634,CJ054
5679,20006114,141034195701262061,CJ054
3230,20006114,320117199004210047,CJ054
499,20003950,43052219580215780X,CA571
4922,20003950,654223198803092890,CA571
5677,20003950,542400197503047144,CA571
8403,20003950,130281193012186650,CA571
3012,20003950,44060519840105365X,CA571
499,20000456,43052219580215780X,CJ855
7675,20000456,623026194801228882,CJ855
4849,20000456,371523196508229521,CJ855
2258,20000456,410922195812033016,CJ855
9680,20000456,530103194209207667,CJ855
499,20000956,43052219580215780X,MU266
6432,20000956,410104195602051797,MU266
9545,20000956,440118193101082207,MU266
1747,20000956,140301195003222642,MU266
4908,20000956,15020619500715629X,MU266
3827,20003730,540221196102132617,CJ931
9545,20003730,440118193101082207,CJ931
1460,20003730,131081197511225173,CJ931
4937,20003730,130825196711057044,CJ931
5641,20003730,350821194512311990,CJ931
3827,20008240,540221196102132617,MF025
6223,20008240,330201197608125043,MF025
883,20008240,411422197901012797,MF025
5543,20008240,211204193903202288,MF025
6931,20008240,540100198905206060,MF025
3827,20000868,540221196102132617,CJ765
9146,20000868,420111194508193116,CJ765
6548,20000868,430524197809042900,CJ765
4589,20000868,150525200009010453,CJ765
3070,20000868,411501199901166115,CJ765
3827,20003214,540221196102132617,3U197
5257,20003214,440825197507024795,3U197
1866,20003214,421081193005064515,3U197
6043,20003214,450881198503251592,3U197
691,20003214,620825199602265522,3U197
1953,20004973,51102819500323812X,MU733
8927,20004973,511424199501205536,MU733
7538,20004973,451226198508127316,MU733
8434,20004973,330182194803190886,MU733
1956,20004973,130581199205131238,MU733
1953,20003777,51102819500323812X,CZ365
9586,20003777,451324195106147428,CZ365
3895,20003777,42011519660819679X,CZ365
1837,20003777,150783194204014077,CZ365
4807,20003777,520628197611152517,CZ365
1953,20009636,51102819500323812X,CA004
5843,20009636,451121198501259239,CA004
2562,20009636,411624193910046134,CA004
2442,20009636,510601193909246057,CA004
6554,20009636,360121195801039602,CA004
1953,20005449,51102819500323812X,CA642
9406,20005449,14040019691215365X,CA642
788,20005449,330329196404084769,CA642
4578,20005449,370725199603216389,CA642
3430,20005449,510812195811210186,CA642
8449,20001134,130621200102213913,CZ567
6217,20001134,130426194607048901,CZ567
5645,20001134,330302200103131014,CZ567
3273,20001134,130132199711093706,CZ567
9903,20001134,500119194709093569,CZ567
8449,20009526,130621200102213913,CJ375
7338,20009526,140828194211309091,CJ375
4614,20009526,510304193902276010,CJ375
6084,20009526,331127195102076977,CJ375
9112,20009526,530322200001019104,CJ375
8449,20009835,130621200102213913,CJ503
3295,20009835,441284197309284404,CJ503
939,20009835,410621196404038442,CJ503
5893,20009835,42020119471022429X,CJ503
3659,20009835,14030119521016385X,CJ503
8449,20006734,130621200102213913,MU616
4239,20006734,610701197401319849,MU616
5996,20006734,410503199910045149,MU616
1813,20006734,652301199401309911,MU616
303,20006734,411224193302042082,MU616
8344,20009180,230127193405146051,3U655
2987,20009180,500118198805156584,3U655
4368,20009180,451423197711206420,3U655
4801,20009180,42032519360426453X,3U655
5773,20009180,542126199701232048,3U655
8344,20008286,230127193405146051,CJ711
5154,20008286,320303194408044604,CJ711
6857,20008286,542126193804234153,CJ711
1082,20008286,411301198701051326,CJ711
5320,20008286,360429196105089691,CJ711
2137,20008286,520421194904101757,CJ711
3238,20008286,445381197606033257,CJ711
2277,20008286,210500197202124692,CJ711
8717,20008286,210882194502155033,CJ711
1109,20008286,441803199902085311,CJ711
8344,20000221,230127193405146051,MF573
8737,20000221,610302196206127593,MF573
9350,20000221,500108199005196897,MF573
9972,20000221,623001196105175766,MF573
361,20000221,310107196910288761,MF573
9863,20008146,440106195404063082,CZ833
4089,20008146,420624198204125648,CZ833
7692,20008146,210726197501068285,CZ833
3148,20008146,652327199211118907,CZ833
8742,20008146,320583194606286842,CZ833
9863,20002602,440106195404063082,CA804
1787,20002602,431322193207304968,CA804
4724,20002602,530829194702208235,CA804
9217,20002602,410225196405144822,CA804
6948,20002602,513328193101174114,CA804
8112,20000229,410724193302285654,MF182
2281,20000229,370181197402267322,MF182
6483,20000229,410305198505136941,MF182
7375,20000229,542622196205031050,MF182
1537,20000229,640200196009034504,MF182
8112,20000851,410724193302285654,TV021
1002,20000851,520621193003267633,TV021
369,20000851,370830196106079750,TV021
8996,20000851,222404200003289062,TV021
2103,20000851,530324197212199596,TV021
8112,20001673,410724193302285654,CJ019
9175,20001673,431125193002274097,CJ019
4398,20001673,220300195908135053,CJ019
8602,20001673,140525197612126622,CJ019
6985,20001673,210421193010057593,CJ019
8112,20000016,410724193302285654,MU910
8452,20000016,532531199507153777,MU910
1627,20000016,520101194511048076,MU910
578,20000016,650204200006049432,MU910
8907,20000016,620823193009222222,MU910
2958,20000473,141100193808062257,CZ225
5097,20000473,370300199607044159,CZ225
8752,20000473,440111194306129240,CZ225
7701,20000473,630221197605040489,CZ225
8021,20000473,511700198711221340,CZ225
246,20000473,130501197907207355,CZ225
3390,20000473,34150119990325687X,CZ225
2458,20000473,140501194703064207,CZ225
8833,20000473,450200198105154630,CZ225
6390,20000473,442000195308166151,CZ225
2958,20001071,141100193808062257,TV521
6783,20001071,513224197507225580,TV521
7719,20001071,211382196005087052,TV521
8907,20001071,620823193009222222,TV521
5908,20001071,420000197212247997,TV521
2958,20001158,141100193808062257,CJ889
8882,20001158,350121199107091490,CJ889
6612,20001158,61050119500214990X,CJ889
1929,20001158,430124194402227684,CJ889
1262,20001158,410202195905154796,CJ889
743,20001158,140701195607237556,CJ889
7501,20001158,450923196910290145,CJ889
8353,20001158,652323197811262465,CJ889
5214,20001158,350200193801175965,CJ889
7580,20001158,230803198809053521,CJ889
2958,20007152,141100193808062257,MF286
9441,20007152,652800197210143797,MF286
7705,20007152,640302198507128930,MF286
2623,20007152,220300199208082083,MF286
8780,20007152,430203194911104731,MF286
6851,20007040,621201198201020455,MU098
2064,20007040,230703199805278431,MU098
9721,20007040,511111193201217396,MU098
9443,20007040,140100196404013961,MU098
6407,20007040,331000200107040111,MU098
8006,20007040,511425197601146024,MU098
2883,20007040,13102219850629219X,MU098
2187,20007040,450500200002253464,MU098
8862,20007040,522722195009078959,MU098
3178,20007040,370105200012127277,MU098
6851,20009507,621201198201020455,CA457
2296,20009507,220322198511186313,CA457
1039,20009507,520422196906171076,CA457
6191,20009507,530323195509176306,CA457
9191,20009507,130822197204034193,CA457
6851,20007913,621201198201020455,CZ545
4388,20007913,610303195911030393,CZ545
3148,20007913,652327199211118907,CZ545
2417,20007913,230125198111099085,CZ545
6738,20007913,210112199102225851,CZ545
6851,20000527,621201198201020455,CZ612
7030,20000527,320505195201143224,CZ612
3573,20000527,330000196512122962,CZ612
7289,20000527,510923194012030824,CZ612
1747,20000527,140301195003222642,CZ612
6851,20000434,621201198201020455,CA979
9606,20000434,532524194010300878,CA979
8849,20000434,469021199705166868,CA979
1012,20000434,210903193507192226,CA979
3535,20000434,630122195510212091,CA979
3765,20008556,653225193908236749,3U010
2661,20008556,500114199802176255,3U010
7339,20008556,610126196509234732,3U010
1168,20008556,371324198407316591,3U010
3672,20008556,440306197206035160,3U010
3765,20002001,653225193908236749,MU606
2128,20002001,433101199901125704,MU606
1703,20002001,371300193208196407,MU606
2088,20002001,530800197205078274,MU606
8567,20002001,420302199511132207,MU606
3765,20006608,653225193908236749,CJ830
5657,20006608,410423195902145870,CJ830
255,20006608,320211197508243908,CJ830
3139,20006608,150424199207269063,CJ830
5405,20006608,441300195806282150,CJ830
3765,20002297,653225193908236749,CJ842
9359,20002297,36090019970802617X,CJ842
2979,20002297,360200198205230221,CJ842
9214,20002297,371400193603022314,CJ842
5660,20002297,451226200002189050,CJ842
3765,20006359,653225193908236749,CZ244
9355,20006359,361102198212251627,CZ244
5835,20006359,140411198005012739,CZ244
8521,20006359,130824196001096587,CZ244
8780,20006359,430203194911104731,CZ244
3425,20005908,460205199408247007,CJ057
9309,20005908,36012419670501429X,CJ057
5297,20005908,320312195112064113,CJ057
4558,20005908,622923200110206657,CJ057
2221,20005908,520303199405015736,CJ057
3425,20001983,460205199408247007,3U697
8173,20001983,360222195006214370,3U697
3274,20001983,430321198207157385,3U697
8066,20001983,421223196607223887,3U697
7019,20001983,152527195603171605,3U697
3425,20004473,460205199408247007,CJ957
3987,20004473,510900194305239168,CJ957
9356,20004473,622924196406159404,CJ957
2034,20004473,53082119610223098X,CJ957
4459,20004473,44050119750608342X,CJ957
528,20004473,150303197806196277,CJ957
7680,20004473,420106198511156620,CJ957
6317,20004473,14082419601223350X,CJ957
6543,20004473,513400199107096344,CJ957
8941,20004473,410928195601259320,CJ957
3425,20007286,460205199408247007,CJ312
8871,20007286,460204197610069739,CJ312
9153,20007286,510182197209134029,CJ312
1750,20007286,340401195104110642,CJ312
7296,20007286,540122196507052931,CJ312
8885,20000149,522325195803070353,CA448
7976,20000149,520522196402219350,CA448
1784,20000149,500229199502257520,CA448
3273,20000149,130132199711093706,CA448
3457,20000149,350000193303178222,CA448
8885,20001952,522325195803070353,CZ983
6993,20001952,610202197104150433,CZ983
3032,20001952,450201194002140023,CZ983
4127,20001952,330800195807228413,CZ983
8006,20001952,511425197601146024,CZ983
8885,20005912,522325195803070353,3U884
9699,20005912,65292819521208456X,3U884
8672,20005912,350921197410318031,3U884
8366,20005912,460201193510056140,3U884
1218,20005912,360921198004258084,3U884
8885,20005719,522325195803070353,CZ508
5082,20005719,440203195707130584,CZ508
5128,20005719,130435197605159472,CZ508
1481,20005719,610431196503225066,CZ508
4362,20005719,610723193301169943,CZ508
8885,20005070,522325195803070353,MU455
4589,20005070,150525200009010453,MU455
5020,20005070,440700193501140436,MU455
7042,20005070,14062219410207858X,MU455
6389,20005070,445101193106057198,MU455
5601,20005550,330328196109022796,TV808
9528,20005550,621123196202029105,TV808
4857,20005550,500118194811290511,TV808
3922,20005550,450329194101028231,TV808
3619,20005550,141126193208279675,TV808
5601,20009989,330328196109022796,CJ455
2698,20009989,140429193612136291,CJ455
6463,20009989,331121199007257593,CJ455
6311,20009989,51322619751226830X,CJ455
794,20009989,130434193211292671,CJ455
1668,20001972,82000019760204214X,3U320
6476,20001972,520621194710312995,3U320
3830,20001972,140981198212042507,3U320
8828,20001972,140603197403028230,3U320
6229,20001972,421281193910222473,3U320
1668,20008965,82000019760204214X,CA083
4906,20008965,340701197611023397,CA083
5939,20008965,360200196205187092,CA083
4991,20008965,131023195711010908,CA083
5527,20008965,420322193206018991,CA083
1668,20001833,82000019760204214X,MU454
8888,20001833,370201199409128934,MU454
6496,20001833,35078319651230526X,MU454
7732,20001833,542623199507127103,MU454
8492,20001833,220402193202264397,MU454
4788,20001833,230207196504279363,MU454
5570,20001833,530114195910240610,MU454
7793,20001833,520627193103220064,MU454
3527,20001833,341522197401082710,MU454
1539,20001833,511701195303012753,MU454
4849,20001833,371523196508229521,MU454
5295,20001833,540202193409212037,MU454
2190,20001833,530926197611228118,MU454
5063,20001833,610723200012315855,MU454
3690,20001833,532504194004278533,MU454
1668,20000054,82000019760204214X,CA567
7697,20000054,150200197701277949,CA567
7291,20000054,130404198012073200,CA567
2787,20000054,445301199907079651,CA567
9409,20000054,410329196707117636,CA567
1668,20008975,82000019760204214X,TV228
4332,20008975,610632197802179065,TV228
8646,20008975,520521196401158721,TV228
514,20008975,140700197005271303,TV228
9409,20008975,410329196707117636,TV228
5308,20001871,640100194809295556,CA812
6240,20001871,34110319990510212X,CA812
4910,20001871,140201198905175732,CA812
4047,20001871,620301199405045899,CA812
1103,20001871,513228195911215575,CA812
4162,20001871,420104199205104891,CA812
9623,20001871,51111219920731035X,CA812
5833,20001871,120112198810162437,CA812
8933,20001871,420103197105198338,CA812
5679,20001871,141034195701262061,CA812
5308,20001375,640100194809295556,TV059
8009,20001375,610327199209158935,TV059
2054,20001375,410825196203226996,TV059
2141,20001375,440113196410056215,TV059
5542,20001375,320381194606242299,TV059
9435,20001375,522727194212260198,TV059
966,20001375,220283196005065381,TV059
3394,20001375,530124199504159180,TV059
691,20001375,620825199602265522,TV059
1468,20001375,430811199309097060,TV059
5308,20008912,640100194809295556,TV175
9675,20008912,230405198712191259,TV175
2641,20008912,51013219561214569X,TV175
1140,20008912,341324199004014790,TV175
9663,20008912,469027195806019736,TV175
5308,20005278,640100194809295556,CJ265
788,20005278,330329196404084769,CJ265
2600,20005278,500114196104108374,CJ265
9248,20005278,450804198802051758,CJ265
9309,20005278,36012419670501429X,CJ265
175,20002141,45103119760502893X,CZ217
813,20002141,420301195109119923,CZ217
7030,20002141,320505195201143224,CZ217
8143,20002141,140827193012115795,CZ217
5359,20002141,321204197808193313,CZ217
175,20003959,45103119760502893X,MU765
1100,20003959,210803197005063291,MU765
4205,20003959,330921194010168938,MU765
6338,20003959,421000197201267862,MU765
2526,20003959,433122195702220147,MU765
175,20008883,45103119760502893X,MF628
4099,20008883,340701193607275059,MF628
7459,20008883,13080119761024870X,MF628
1250,20008883,421381199312080666,MF628
3120,20008883,130630200003216824,MF628
175,20003436,45103119760502893X,CA638
9169,20003436,140100199603282914,CA638
2137,20003436,520421194904101757,CA638
1629,20003436,431123196003084333,CA638
1845,20003436,131000194704081469,CA638
175,20003946,45103119760502893X,CA840
9262,20003946,659003197408181563,CA840
832,20003946,640100193801091669,CA840
5532,20003946,410883195406022933,CA840
2875,20003946,511827195307101584,CA840
676,20002060,632321197403093264,CZ726
4162,20002060,420104199205104891,CZ726
8847,20002060,411523196212032941,CZ726
290,20002060,650000198905243662,CZ726
9509,20002060,15078219750505618X,CZ726
676,20002830,632321197403093264,MU602
7933,20002830,130421193408207037,MU602
3044,20002830,469006195910154813,MU602
6625,20002830,540236200107264276,MU602
9965,20002830,150922199706181554,MU602
676,20002478,632321197403093264,3U649
5402,20002478,130800198502101493,3U649
788,20002478,330329196404084769,3U649
5635,20002478,220203196512037391,3U649
4502,20002478,621023197406029368,3U649
2806,20002478,430902194304148267,3U649
246,20002478,130501197907207355,3U649
8820,20002478,632701197110048239,3U649
1257,20002478,411422194206031247,3U649
9445,20002478,320982196504070535,3U649
5472,20002452,220302194102172793,CJ106
55,20002452,410600199309084178,CJ106
8292,20002452,450101200106035853,CJ106
4281,20002452,230710193603030979,CJ106
7043,20002452,141130196003101249,CJ106
8357,20002452,450703197104183351,CJ106
4133,20002452,640301194508067813,CJ106
9680,20002452,530103194209207667,CJ106
1109,20002452,441803199902085311,CJ106
790,20002452,360103194401017386,CJ106
5472,20000095,220302194102172793,3U850
1493,20000095,150525193207083271,3U850
4237,20000095,220723194101069819,3U850
1303,20000095,610800197102028434,3U850
3885,20000095,431128195503069508,3U850
5472,20006345,220302194102172793,3U476
116,20006345,220721193502075446,3U476
3323,20006345,310109193505194189,3U476
1256,20006345,632726194008243154,3U476
7066,20006345,652901194105111484,3U476
5472,20001860,220302194102172793,CZ097
7265,20001860,532325197412017644,CZ097
6706,20001860,420921193407212527,CZ097
6234,20001860,632321199411079189,CZ097
1784,20001860,500229199502257520,CZ097
5472,20008181,220302194102172793,CJ055
4407,20008181,231100196908308838,CJ055
528,20008181,150303197806196277,CJ055
8468,20008181,32030519370614517X,CJ055
3502,20008181,37120219661105803X,CJ055
6956,20000608,341622194311025773,CA774
6111,20000608,511303194006069020,CA774
4606,20000608,211382199002108544,CA774
7793,20000608,520627193103220064,CA774
2855,20000608,361002193610265540,CA774
6956,20000319,341622194311025773,3U454
8367,20000319,210300197602150581,3U454
9760,20000319,532622198605189188,3U454
1618,20000319,21020319410824331X,3U454
2135,20000319,321322195505293439,3U454
6956,20009573,341622194311025773,3U517
7918,20009573,41160119840301323X,3U517
6707,20009573,513431193008229751,3U517
4578,20009573,370725199603216389,3U517
7334,20009573,420900197804019110,3U517
6956,20006465,341622194311025773,TV506
7265,20006465,532325197412017644,TV506
8009,20006465,610327199209158935,TV506
419,20006465,360828200010267138,TV506
7745,20006465,140431194106131021,TV506
7841,20005895,320401196001200187,CZ596
3987,20005895,510900194305239168,CZ596
9675,20005895,230405198712191259,CZ596
2230,20005895,52020119411212222X,CZ596
9741,20005895,431021193709219445,CZ596
7841,20000650,320401196001200187,MU392
453,20000650,33100019570805470X,MU392
7235,20000650,230112194308145823,MU392
514,20000650,140700197005271303,MU392
7045,20000650,654324193110112632,MU392
7841,20002222,320401196001200187,CZ159
1167,20002222,410322197002185591,CZ159
1084,20002222,622927199304251261,CZ159
2161,20002222,140825195805310730,CZ159
6342,20002222,130526200006209275,CZ159
7841,20008254,320401196001200187,3U120
6310,20008254,371003197802139051,3U120
9972,20008254,623001196105175766,3U120
7346,20008254,445122195711279494,3U120
4043,20008254,411321199202250558,3U120
5910,20001970,450329197911282622,MF013
4821,20001970,622901197310115968,MF013
6725,20001970,15082619410618007X,MF013
3785,20001970,654000197603218102,MF013
2706,20001970,62082619530114635X,MF013
7388,20001970,340103196409128086,MF013
1065,20001970,430521194801166295,MF013
2855,20001970,361002193610265540,MF013
5904,20001970,520401193506151468,MF013
2669,20001970,411721195109220139,MF013
5910,20008785,450329197911282622,CJ174
3443,20008785,331004197703232284,CJ174
235,20008785,513321195811267977,CJ174
3534,20008785,210902196108184971,CJ174
1981,20008785,23010319710829256X,CJ174
3082,20008785,620122194412135786,CJ174
9943,20008785,411500193204019220,CJ174
3659,20008785,14030119521016385X,CJ174
6976,20008785,230201200111021901,CJ174
6459,20008785,360430196301094020,CJ174
5910,20007739,450329197911282622,3U867
4593,20007739,532929195504194217,3U867
3325,20007739,371322196012294728,3U867
1387,20007739,321202195907312742,3U867
7291,20007739,130404198012073200,3U867
3091,20007739,130532193610039764,3U867
105,20007739,431123199102140656,3U867
7967,20007739,150923194912300730,3U867
9817,20007739,370126195102263502,3U867
5267,20007739,510181199602298399,3U867
5402,20006221,130800198502101493,3U638
9429,20006221,330182196811071667,3U638
235,20006221,513321195811267977,3U638
3947,20006221,450802196705198297,3U638
2135,20006221,321322195505293439,3U638
5402,20004588,130800198502101493,3U334
4363,20004588,451227196903027152,3U334
5693,20004588,610831194712033661,3U334
1153,20004588,330802194404245348,3U334
7531,20004588,130324197111156197,3U334
1497,20004352,210702193605222428,3U373
7244,20004352,210201196105277545,3U373
9221,20004352,520103198210271259,3U373
2899,20004352,140723195406040261,3U373
3217,20004352,542622194704176423,3U373
1497,20004026,210702193605222428,CJ672
4227,20004026,53032419451022045X,CJ672
2139,20004026,451225195606300960,CJ672
1252,20004026,131100198202031609,CJ672
7107,20004026,130803193611277929,CJ672
1497,20002310,210702193605222428,TV478
2491,20002310,522322194705250728,TV478
9470,20002310,230125197606263145,TV478
2661,20002310,500114199802176255,TV478
8207,20002310,510322199503058358,TV478
1497,20000839,210702193605222428,CA386
1765,20000839,320102193610282786,CA386
748,20000839,52011119990209258X,CA386
5859,20000839,320114199309202997,CA386
3139,20000839,150424199207269063,CA386
8178,20000839,110107197107093145,CA386
967,20000839,14082119451020413X,CA386
3863,20000839,421001195407265755,CA386
4834,20000839,231000195503149146,CA386
3834,20000839,350582197801042926,CA386
1170,20008503,320282198008029323,MU202
2525,20008503,360124196506028023,MU202
7170,20008503,429000193603192145,MU202
