jid,phone,province,city
10002974,14795087267,青海省,淮安县
10002975,15649569783,重庆市,成都市
10002976,15266495525,四川省,阳市
10002977,18506416809,河北省,长沙县
10002978,13946467663,湖北省,拉萨市
10002979,13356593182,四川省,东莞县
10002980,13040459884,内蒙古自治区,武汉县
10002981,13911842790,山东省,海门县
10002982,15078509233,贵州省,澳门县
10002983,14741237805,新疆维吾尔自治区,丹丹县
10002984,14594650119,云南省,合山县
10002985,15891822730,福建省,呼和浩特市
10002986,18265630552,吉林省,台北县
10002987,14515030998,广东省,六安市
10002988,15891481268,宁夏回族自治区,春梅县
10002989,18707244615,北京市,淑英县
10002990,14533015196,陕西省,鑫县
10002991,18631873316,内蒙古自治区,六安市
10002992,13966154408,安徽省,颖市
10002993,13578922009,重庆市,梧州县
10002994,15723815767,台湾省,金凤县
10002995,18684142846,香港特别行政区,秀芳县
10002996,18114620925,湖南省,邯郸市
10002997,18017056484,辽宁省,永安县
10002998,15091222008,湖北省,合山市
10002999,18900050109,内蒙古自治区,敏市
10003000,13617567543,安徽省,台北市
10003001,15948195042,北京市,芳市
10003002,18277297545,台湾省,凤英县
10003003,18906197734,广东省,辛集县
10003004,15278293310,上海市,兴安盟县
10003005,13581967175,内蒙古自治区,浩县
10003006,18164050546,广西壮族自治区,艳市
10003007,13735621978,山东省,波县
10003008,18023538227,台湾省,红县
10003009,13683269065,内蒙古自治区,雪市
10003010,15231949406,广西壮族自治区,杨县
10003011,15229252718,河南省,丽华县
10003012,18808236596,河北省,齐齐哈尔县
10003013,13347035914,江西省,婷市
10003014,18674230271,宁夏回族自治区,辛集县
10003015,13890287413,山西省,海门县
10003016,18160029726,湖北省,杭州市
10003017,13086966005,台湾省,勇县
10003018,18726187497,云南省,长春县
10003019,15940468895,澳门特别行政区,淮安市
10003020,18677073961,上海市,桂珍市
10003021,18570004606,澳门特别行政区,通辽县
10003022,15378618261,澳门特别行政区,沈阳市
10003023,15186479065,重庆市,淮安县
10003024,14581870802,湖北省,太原县
10003025,15676837233,湖北省,玉兰县
10003026,13144613753,山东省,太原县
10003027,15854281112,湖北省,婷县
10003028,13850931656,广东省,长沙县
10003029,15393628231,安徽省,亮县
10003030,18287796277,浙江省,宜都县
10003031,13712236700,重庆市,静市
10003032,13095104898,海南省,永安县
10003033,15982075567,内蒙古自治区,建国市
10003034,14514459887,江西省,雷县
10003035,18571927103,贵州省,林市
10003036,18036638518,澳门特别行政区,波市
10003037,13131163771,河南省,南京县
10003038,18634841029,辽宁省,利市
10003039,18948961156,河南省,雪县
10003040,18055069694,内蒙古自治区,博县
10003041,13861019253,江苏省,冬梅市
10003042,13569236023,黑龙江省,贵阳县
10003043,18844590798,内蒙古自治区,玉兰县
10003044,13440005572,四川省,莹县
10003045,18880664171,上海市,上海市
10003046,15240126659,青海省,长沙县
10003047,13722691894,吉林省,合山县
10003048,18136312808,内蒙古自治区,娟市
10003049,15271914942,新疆维吾尔自治区,桂兰市
10003050,15863074260,山东省,雷县
10003051,15940872071,西藏自治区,洋县
10003052,15281603435,广东省,楠市
10003053,18685399338,宁夏回族自治区,晨县
10003054,13180360267,重庆市,桂荣市
10003055,15690537148,福建省,霞县
10003056,18881478208,甘肃省,艳县
10003057,14779659324,山东省,飞市
10003058,13619145473,香港特别行政区,长春县
10003059,13708158695,海南省,英市
10003060,13721656748,海南省,玉县
10003061,13900294374,湖北省,华市
10003062,13752356626,福建省,婷婷市
10003063,14562797613,福建省,利县
10003064,18582634156,山西省,重庆县
10003065,13414670957,上海市,秀云县
10003066,15875319801,青海省,哈尔滨市
10003067,15308096668,江苏省,海门市
10003068,15796892019,西藏自治区,太原市
10003069,15876588704,青海省,杭州县
10003070,15993202235,辽宁省,彬县
10003071,13323207770,山西省,秀芳县
10003072,15568273097,宁夏回族自治区,太原市
10003073,18063887393,广东省,艳县
10003074,15037924420,广东省,沈阳县
10003075,14510048278,海南省,楠市
10003076,15331206562,上海市,博县
10003077,13080430560,浙江省,太原县
10003078,14576805293,辽宁省,荆门县
10003079,15959620556,江西省,建军市
10003080,18079915889,吉林省,阳县
10003081,18671932012,贵州省,乌鲁木齐市
10003082,13425531118,广东省,海门市
10003083,13620031629,新疆维吾尔自治区,天津市
10003084,13246539436,河南省,西宁县
10003085,15338473366,江苏省,丽华县
10003086,14550082542,北京市,淮安市
10003087,13497836546,江苏省,瑜市
10003088,13673778846,山西省,通辽县
10003089,18776190939,辽宁省,宜都县
10003090,18858401588,浙江省,丽丽县
10003091,18508638577,宁夏回族自治区,玉梅县
10003092,13065296029,四川省,太原市
10003093,15653547309,澳门特别行政区,建军市
10003094,18041297121,辽宁省,西安县
10003095,14536673753,河北省,艳市
10003096,15289192924,山西省,长春市
10003097,13018390186,四川省,倩市
10003098,14550791526,上海市,拉萨市
10003099,15532805847,香港特别行政区,旭市
10003100,13339815042,黑龙江省,强市
10003101,18009980421,西藏自治区,建军县
10003102,14768462497,台湾省,太原县
10003103,14560061487,安徽省,广州市
10003104,15605849149,山西省,欣市
10003105,15063951887,山西省,惠州市
10003106,13702763364,福建省,通辽县
10003107,18967282152,青海省,贵阳市
10003108,15643325652,安徽省,淮安市
10003109,13338806502,河北省,马鞍山县
10003110,13777473163,福建省,潜江市
10003111,18213927286,福建省,敏县
10003112,13747695591,浙江省,银川县
10003113,13720725473,江西省,广州市
10003114,14598442505,陕西省,彬市
10003115,15685190111,天津市,广州市
10003116,15787554227,广东省,晨市
10003117,18904461412,山东省,重庆县
10003118,14754205772,西藏自治区,南宁市
10003119,13196473008,海南省,雷市
10003120,18231161293,福建省,淮安县
10003121,13354436646,澳门特别行政区,广州市
10003122,13114623568,西藏自治区,齐齐哈尔市
10003123,15385152491,福建省,广州县
10003124,18692258394,台湾省,兴安盟县
10003125,14539405565,贵州省,佛山市
10003126,13184733207,海南省,昆明市
10003127,15285350379,新疆维吾尔自治区,梅市
10003128,15163134528,上海市,梅市
10003129,13674262489,新疆维吾尔自治区,济南市
10003130,13109041787,澳门特别行政区,佳县
10003131,13387393541,西藏自治区,秀梅市
10003132,13223709072,四川省,佳县
10003133,18799578299,山西省,辛集县
10003134,18692750892,江苏省,成县
10003135,13153119450,黑龙江省,上海县
10003136,15734290433,广东省,潜江市
10003137,13884895595,上海市,辽阳县
10003138,15013452670,山西省,娜县
10003139,15676945815,天津市,广州市
10003140,13008344633,四川省,成都市
10003141,13522529889,安徽省,六安市
10003142,13803313873,辽宁省,阜新县
10003143,13771474144,江苏省,南宁县
10003144,13214331889,江苏省,海门县
10003145,13092564935,黑龙江省,马鞍山县
10003146,13963012637,台湾省,六安市
10003147,15739298538,西藏自治区,乌鲁木齐县
10003148,15792807354,福建省,刚县
10003149,13025532628,河北省,淑华市
10003150,14577929078,湖北省,丽县
10003151,14599762543,上海市,长春市
10003152,13043780158,云南省,晶市
10003153,14549854154,广西壮族自治区,红县
10003154,13855437595,广东省,拉萨县
10003155,18046962400,新疆维吾尔自治区,秀梅县
10003156,18153374096,浙江省,洁市
10003157,15092080028,青海省,斌市
10003158,13815987992,四川省,福州县
10003159,14511003775,海南省,银川县
10003160,13048101168,贵州省,宜都市
10003161,18504119074,广西壮族自治区,柳市
10003162,18535336383,黑龙江省,乌鲁木齐县
10003163,18272520482,北京市,宇县
10003164,14715461453,吉林省,阳县
10003165,14577964810,香港特别行政区,浩市
10003166,14565874464,湖北省,飞市
10003167,13624643884,湖北省,建市
10003168,15110142301,黑龙江省,贵阳县
10003169,13193051178,青海省,乌鲁木齐县
10003170,13405693679,西藏自治区,武汉市
10003171,15139268963,海南省,宁德市
10003172,13594610408,海南省,雪梅县
10003173,13789267332,陕西省,沈阳县
10003174,14773387233,贵州省,六盘水市
10003175,13670133498,广东省,淑华县
10003176,13853776219,重庆市,昆明市
10003177,13847908955,福建省,昆明市
10003178,14554209845,上海市,张家港县
10003179,13336462912,澳门特别行政区,玉华县
10003180,18536331962,重庆市,英县
10003181,18689113142,澳门特别行政区,贵阳市
10003182,18608016690,重庆市,杭州市
10003183,18254471707,浙江省,宇市
10003184,15125697706,山东省,贵阳县
10003185,18162717321,四川省,强县
10003186,15963144215,福建省,关岭县
10003187,15391816739,陕西省,秀云市
10003188,15165430595,香港特别行政区,呼和浩特市
10003189,14543515012,台湾省,秀珍市
10003190,13221303627,四川省,玉市
10003191,18874047916,湖北省,嘉禾县
10003192,13340945375,黑龙江省,长春市
10003193,15838363234,台湾省,雪市
10003194,13286726430,四川省,秀英县
10003195,14588597336,江苏省,福州市
10003196,15879940787,湖北省,丽县
10003197,18789517470,青海省,洋市
10003198,18822804668,甘肃省,沈阳市
10003199,18515566248,辽宁省,拉萨市
10003200,18143975752,河南省,昆明县
10003201,14789365393,海南省,台北县
10003202,15973971218,黑龙江省,瑜县
10003203,14547860563,湖北省,沈阳市
10003204,18610946794,澳门特别行政区,成都市
10003205,15657007540,天津市,婷婷市
10003206,13834577739,澳门特别行政区,柳县
10003207,15673776207,台湾省,大冶县
10003208,13452275220,内蒙古自治区,太原市
10003209,15685087767,河南省,兴安盟市
10003210,14548221821,青海省,石家庄市
10003211,15176784486,贵州省,乌鲁木齐县
10003212,13392077993,北京市,荆门县
10003213,13839119111,安徽省,长沙县
10003214,15271032533,江苏省,华市
10003215,18961037649,澳门特别行政区,佳市
10003216,13406821549,江苏省,静县
10003217,14703689353,河北省,汕尾市
10003218,18935612912,陕西省,瑞县
10003219,18094400284,河南省,玉县
10003220,13552656171,湖南省,太原市
10003221,18254367164,湖北省,磊市
10003222,18521171198,上海市,旭市
10003223,18213617140,湖北省,太原县
10003224,13754904042,山西省,琳市
10003225,15676456549,黑龙江省,洁市
10003226,15895825829,云南省,东莞市
10003227,15542250693,新疆维吾尔自治区,六盘水县
10003228,18740622502,广东省,兰州市
10003229,15229684282,河南省,玉县
10003230,18598064965,贵州省,济南县
10003231,13632666399,台湾省,齐齐哈尔县
10003232,13680082689,台湾省,桂花县
10003233,15809662172,宁夏回族自治区,健市
10003234,13992113093,湖北省,晶市
10003235,14562045790,江西省,洁县
10003236,13162534917,江苏省,建华县
10003237,15918429409,内蒙古自治区,强县
10003238,15812422457,新疆维吾尔自治区,瑞县
10003239,15746134556,台湾省,永安市
10003240,13357488689,青海省,英县
10003241,13057801364,河南省,龙县
10003242,18001967267,青海省,冬梅县
10003243,18113782504,甘肃省,兴城市
10003244,15738670265,河南省,张家港县
10003245,13402748091,陕西省,军县
10003246,13261029485,吉林省,荣县
10003247,18868967379,新疆维吾尔自治区,太原市
10003248,15731013288,湖南省,想县
10003249,15594088716,宁夏回族自治区,秀珍市
10003250,14549174557,安徽省,玉兰市
10003251,15863946392,湖南省,巢湖市
10003252,14740069035,澳门特别行政区,淑珍市
10003253,15726627755,吉林省,宜都市
10003254,18794769140,北京市,燕市
10003255,18780144073,湖南省,玉华县
10003256,15182742770,广西壮族自治区,通辽县
10003257,18116059999,香港特别行政区,建平市
10003258,13177276866,青海省,柳州市
10003259,15314383289,台湾省,建平县
10003260,13670890844,新疆维吾尔自治区,淮安县
10003261,13039338321,台湾省,永安县
10003262,15585906859,安徽省,马鞍山市
10003263,15525808309,黑龙江省,六盘水县
10003264,18086414974,宁夏回族自治区,长春市
10003265,15780071186,甘肃省,乌鲁木齐县
10003266,18080494145,湖北省,齐齐哈尔市
10003267,13580241086,内蒙古自治区,长沙县
10003268,15293127379,内蒙古自治区,南昌县
10003269,15874466009,西藏自治区,玲县
10003270,15568631732,天津市,楠县
10003271,18675391226,澳门特别行政区,大冶市
10003272,18569788417,内蒙古自治区,台北市
10003273,13518092904,湖南省,南宁县
10003274,15544976287,陕西省,涛市
10003275,15684659226,海南省,丽华县
10003276,15604532337,内蒙古自治区,建军县
10003277,18275903682,天津市,岩县
10003278,15054974375,河南省,丽娟县
10003279,13246905922,辽宁省,福州县
10003280,15899263432,内蒙古自治区,天津市
10003281,18576032866,西藏自治区,坤县
10003282,13236894305,福建省,北镇县
10003283,18557734394,上海市,浩县
10003284,15137428982,上海市,永安县
10003285,13200052321,广东省,柳州市
10003286,18262214746,天津市,海门县
10003287,15112672339,天津市,桂芝市
10003288,13499080720,重庆市,汕尾县
10003289,15727923652,山东省,梧州市
10003290,18926886066,山西省,刚县
10003291,18737388530,安徽省,桂花市
10003292,18742891135,江西省,合肥市
10003293,13896178287,福建省,嘉禾市
10003294,15868360899,贵州省,六盘水县
10003295,15397459572,浙江省,玲县
10003296,15831029223,宁夏回族自治区,梧州县
10003297,18600696664,安徽省,海门市
10003298,18154770956,吉林省,桂芳市
10003299,18716285818,浙江省,想市
10003300,13630244932,山西省,杰市
10003301,13903142080,重庆市,齐齐哈尔市
10003302,15854117141,安徽省,东莞县
10003303,15826251474,湖南省,香港市
10003304,15361173774,河北省,兰州市
10003305,18150347256,山东省,合肥县
10003306,18663151596,内蒙古自治区,太原市
10003307,13451305809,浙江省,海口县
10003308,13832611814,天津市,惠州市
10003309,18568999805,云南省,邯郸市
10003310,15550494712,西藏自治区,哈尔滨市
10003311,13128757833,云南省,阜新市
10003312,15931943620,四川省,嘉禾县
10003313,14774873191,山西省,建平市
10003314,15654979326,新疆维吾尔自治区,海口市
10003315,15236062174,上海市,马鞍山县
10003316,13605390753,江西省,澳门县
10003317,18544604523,河南省,欣市
10003318,13025643670,云南省,广州市
10003319,15876157292,上海市,潜江市
10003320,14551808913,台湾省,倩市
10003321,14549801332,宁夏回族自治区,合山县
10003322,15562126954,澳门特别行政区,丽娟县
10003323,13816901188,河南省,建国县
10003324,15218474495,山东省,艳县
10003325,15069536358,河北省,长沙县
10003326,13799786878,黑龙江省,秀芳市
10003327,15756494120,浙江省,强县
10003328,14789029094,湖南省,斌县
10003329,15823889514,台湾省,淮安市
10003330,14778619962,贵州省,荣县
10003331,18065980070,浙江省,兵县
10003332,18714015181,新疆维吾尔自治区,台北市
10003333,15285154300,河北省,汕尾县
10003334,14581962355,辽宁省,六盘水市
10003335,18101979089,广东省,长春县
10003336,15399191207,天津市,旭市
10003337,15721289126,北京市,博市
10003338,13800385861,山东省,沈阳市
10003339,18517686137,陕西省,冬梅市
10003340,18563228925,安徽省,合山县
10003341,13300226806,湖北省,玉市
10003342,13606321122,广东省,北镇市
10003343,13075704049,广西壮族自治区,琴市
10003344,18645930392,山东省,淑珍县
10003345,18782750560,海南省,深圳县
10003346,13372157399,吉林省,玉珍县
10003347,15778517251,香港特别行政区,天津市
10003348,18606531612,贵州省,通辽县
10003349,13208132561,西藏自治区,娜市
10003350,13084497813,江西省,玉兰市
10003351,15187452033,湖北省,军县
10003352,14573722666,台湾省,郑州县
10003353,15930254627,新疆维吾尔自治区,贵阳市
10003354,13326250600,吉林省,建市
10003355,13543119719,湖南省,海门市
10003356,18887145814,山西省,天津县
10003357,13594718589,江西省,建华县
10003358,18771746732,四川省,潜江县
10003359,13357205809,吉林省,丽华县
10003360,15860416412,内蒙古自治区,深圳市
10003361,15303130402,辽宁省,西安市
10003362,13421987253,香港特别行政区,呼和浩特县
10003363,15334237782,江苏省,呼和浩特县
10003364,18754042929,河南省,拉萨县
10003365,15998178408,山西省,贵阳县
10003366,15804283942,上海市,郑州市
10003367,18965785468,新疆维吾尔自治区,旭县
10003368,13622533187,黑龙江省,婷市
10003369,13735416634,台湾省,呼和浩特市
10003370,14582361526,江西省,潜江市
10003371,14748057676,内蒙古自治区,阜新市
10003372,14515176505,宁夏回族自治区,洋县
10003373,15563037373,湖南省,红梅县
10003374,13248009238,海南省,冬梅市
10003375,18552767514,台湾省,凤兰市
10003376,13698209541,青海省,荆门县
10003377,18826106917,上海市,重庆市
10003378,13831837823,西藏自治区,汕尾市
10003379,18741338956,北京市,西宁市
10003380,13123569048,广东省,玉兰市
10003381,13986832142,山西省,丹县
10003382,13793074857,黑龙江省,楠市
10003383,18284312270,浙江省,张家港县
10003384,15315389344,吉林省,想市
10003385,18079858864,甘肃省,济南县
10003386,13177625750,黑龙江省,沈阳县
10003387,18768154988,福建省,英市
10003388,14586562545,宁夏回族自治区,柳州县
10003389,13681762805,内蒙古自治区,海燕县
10003390,13603773136,黑龙江省,荣市
10003391,15568107317,天津市,东市
10003392,18176003547,澳门特别行政区,呼和浩特县
10003393,13029203245,北京市,宁市
10003394,15866149849,辽宁省,丹县
10003395,13914040860,内蒙古自治区,成县
10003396,13865524094,甘肃省,海燕县
10003397,18525945572,广西壮族自治区,沈阳县
10003398,15601058955,湖南省,台北县
10003399,15889912870,香港特别行政区,磊市
10003400,13810331811,安徽省,霞县
10003401,13241722879,内蒙古自治区,阳市
10003402,13798195038,青海省,磊市
10003403,13945429749,台湾省,建县
10003404,15557859261,吉林省,刚县
10003405,18883238971,天津市,艳市
10003406,13732226886,江西省,旭县
10003407,15730547732,青海省,帆市
10003408,13084507242,吉林省,武汉市
10003409,15598207586,新疆维吾尔自治区,淑华县
10003410,15138334607,贵州省,海口县
10003411,13627911272,青海省,婷县
10003412,13226779828,甘肃省,澳门县
10003413,18292471222,新疆维吾尔自治区,辽阳市
10003414,18193807285,海南省,梅市
10003415,18971177438,山西省,六安县
10003416,13024872485,广东省,林市
10003417,18545055847,安徽省,香港县
10003418,15031820283,广西壮族自治区,马鞍山市
10003419,13051860154,河南省,刚县
10003420,18267178767,陕西省,磊县
10003421,18036313287,河北省,台北县
10003422,15948899734,海南省,丹县
10003423,15813484224,山西省,柳州市
10003424,13138573665,上海市,丽华市
10003425,18552683960,青海省,敏市
10003426,18027636172,陕西省,福州市
10003427,15964545079,浙江省,琴市
10003428,18850159586,台湾省,秀英县
10003429,13299833999,广西壮族自治区,梧州市
10003430,15081845845,湖北省,玉英县
10003431,15693663759,上海市,莹市
10003432,15855260746,吉林省,上海市
10003433,13900752996,河南省,张家港县
10003434,15982475316,宁夏回族自治区,莹县
10003435,14792090318,安徽省,海口县
10003436,14522922966,河南省,璐县
10003437,15061579859,湖南省,敏市
10003438,15747801372,山东省,冬梅县
10003439,15242154091,澳门特别行政区,文县
10003440,15865288017,广东省,香港县
10003441,18686854864,福建省,关岭县
10003442,13893594992,云南省,萍县
10003443,15557760156,广东省,志强县
10003444,13227091650,四川省,潮州市
10003445,15868167952,河南省,台北县
10003446,13717479347,湖南省,博县
10003447,15332974832,广西壮族自治区,石家庄县
10003448,15838864988,浙江省,合肥市
10003449,18621918709,广东省,想县
10003450,15089139469,辽宁省,芳市
10003451,18521168148,福建省,昆明县
10003452,13282836646,上海市,惠州县
10003453,13764085440,台湾省,慧县
10003454,13308377623,四川省,彬县
10003455,15884337491,上海市,伟市
10003456,13084131527,重庆市,秀梅市
10003457,15752425357,重庆市,西宁县
10003458,15390755297,新疆维吾尔自治区,郑州县
10003459,14745616941,内蒙古自治区,华市
10003460,14567558197,澳门特别行政区,合山市
10003461,18511897827,西藏自治区,建华县
10003462,13371156038,河南省,丹市
10003463,15362380704,甘肃省,彬县
10003464,15361239959,河南省,哈尔滨县
10003465,18578047311,台湾省,佳县
10003466,18862553474,湖南省,嘉禾县
10003467,18982014202,山东省,兵县
10003468,15207654788,江苏省,邯郸县
10003469,13105690227,江西省,斌市
10003470,15221308135,湖南省,太原市
10003471,14513018843,重庆市,龙市
10003472,18269057762,江苏省,建国县
10003473,15021184505,河南省,欣市
10003474,18052755385,山西省,佛山县
10003475,14542417031,海南省,旭市
10003476,14580911952,湖南省,霞市
10003477,15209871960,北京市,璐县
10003478,13832216980,陕西省,兴安盟市
10003479,13345225327,湖北省,东莞县
10003480,15237597643,河北省,帆县
10003481,14701759172,云南省,旭县
10003482,13383666699,青海省,张家港县
10003483,15847555695,北京市,阜新县
10003484,14569311636,陕西省,辉县
10003485,13661512905,江西省,鹏市
10003486,13362329768,广西壮族自治区,峰市
10003487,18857936520,甘肃省,巢湖市
10003488,15150948097,云南省,兴城市
10003489,18175206038,江西省,淮安市
10003490,15574809136,辽宁省,洁县
10003491,15919392475,山西省,张家港市
10003492,15637820891,黑龙江省,秀华市
10003493,14528674810,山西省,梧州市
10003494,14544595135,北京市,天津县
10003495,13559623279,湖北省,宜都市
10003496,15923732383,辽宁省,志强县
10003497,15373142363,甘肃省,彬县
10003498,13437312400,广东省,英市
10003499,13837258898,贵州省,潜江市
10003500,18171598702,重庆市,兴安盟县
10003501,14726291631,海南省,巢湖县
10003502,14527057607,内蒙古自治区,丽丽市
10003503,15538085224,黑龙江省,梧州市
10003504,13595871684,澳门特别行政区,哈尔滨县
10003505,15210677334,台湾省,沈阳县
10003506,15915714767,江西省,巢湖市
10003507,15387419557,湖南省,岩市
10003508,13076653794,北京市,邯郸市
10003509,18289387891,海南省,瑜县
10003510,18153191124,甘肃省,萍县
10003511,15676515409,山西省,凯县
10003512,18896484380,江苏省,莉县
10003513,15227247111,云南省,帅县
10003514,18712169975,四川省,永安县
10003515,13120066182,陕西省,建平县
10003516,18210573653,湖南省,合肥市
10003517,14537337644,福建省,海口市
10003518,15634389670,青海省,杭州县
10003519,18881097285,湖南省,晨市
10003520,15632750768,河南省,秀梅县
10003521,15173743723,内蒙古自治区,小红市
10003522,15515979147,青海省,艳县
10003523,13155833065,广西壮族自治区,福州县
10003524,18215326516,黑龙江省,太原县
10003525,14559375330,贵州省,秀英市
10003526,13328260973,广西壮族自治区,桂香市
10003527,13924686318,云南省,关岭市
10003528,13839354755,内蒙古自治区,凤英市
10003529,15726572931,天津市,帆县
10003530,14599627530,湖南省,帆市
10003531,18981898587,黑龙江省,建平市
10003532,13611394245,浙江省,娟市
10003533,14516561844,台湾省,哈尔滨市
10003534,13863611655,浙江省,海口县
10003535,15721443713,湖北省,桂荣县
10003536,18798240420,吉林省,红霞市
10003537,15148401125,陕西省,秀梅市
10003538,14782123676,安徽省,娟市
10003539,18549118993,山东省,凯县
10003540,13412009674,新疆维吾尔自治区,莹县
10003541,15168539070,香港特别行政区,天津市
10003542,18583343789,广西壮族自治区,刚县
10003543,13338913853,辽宁省,玉兰县
10003544,13142928565,浙江省,深圳市
10003545,15620023449,青海省,荣县
10003546,13352601100,湖南省,福州市
10003547,15840179001,四川省,佛山县
10003548,15064468340,台湾省,通辽县
10003549,15773232285,贵州省,长春县
10003550,15513996726,贵州省,呼和浩特县
10003551,13339843293,青海省,郑州县
10003552,15625470509,台湾省,璐市
10003553,14760586324,浙江省,旭县
10003554,15133488552,浙江省,荆门县
10003555,14767182325,吉林省,玉英市
10003556,14550800542,吉林省,天津县
10003557,14706366755,辽宁省,林市
10003558,14753889324,广东省,建华县
10003559,18041080726,澳门特别行政区,红霞县
10003560,15742715303,广东省,丽县
10003561,18045107244,澳门特别行政区,深圳县
10003562,15286302075,河北省,北镇市
10003563,13623810100,四川省,建平市
10003564,14581063526,河北省,广州市
10003565,15199871778,天津市,杭州市
10003566,18198751119,陕西省,云县
10003567,13676721651,西藏自治区,石家庄市
10003568,13891929107,河南省,太原市
10003569,15509119402,云南省,建华县
10003570,14548857789,辽宁省,璐县
10003571,18068417779,北京市,红霞县
10003572,13447038095,澳门特别行政区,莹市
10003573,18659935770,贵州省,红梅市
10003574,15853213602,安徽省,萍县
10003575,15518970811,北京市,沈阳县
10003576,14563658437,青海省,淑兰市
10003577,13647983876,北京市,荆门市
10003578,13513405676,香港特别行政区,杨市
10003579,18924080208,河北省,关岭市
10003580,18707326208,宁夏回族自治区,楠市
10003581,15797903738,安徽省,上海市
10003582,15846061812,四川省,银川县
10003583,18252455318,黑龙江省,彬县
10003584,18649931263,福建省,合肥县
10003585,18066163343,江苏省,岩市
10003586,15523324890,黑龙江省,林县
10003587,13394113957,陕西省,瑞市
10003588,15705848690,香港特别行政区,婷婷县
10003589,13081701813,北京市,天津市
10003590,15522321453,甘肃省,东莞县
10003591,18932121674,台湾省,贵阳县
10003592,13419544509,福建省,宇市
10003593,18791094513,黑龙江省,嘉禾市
10003594,15929239765,江西省,秀荣市
10003595,15090270360,湖南省,云县
10003596,13727336388,辽宁省,南京市
10003597,15768643636,湖南省,建华市
10003598,13019231177,陕西省,济南市
10003599,14512377129,福建省,军县
10003600,15553313768,江西省,淑珍县
10003601,13858230130,陕西省,天津市
10003602,18911819353,山东省,秀荣县
10003603,18243743010,四川省,哈尔滨市
10003604,18123409762,山西省,北镇市
10003605,15174364410,宁夏回族自治区,宁县
10003606,18004353079,海南省,桂花县
10003607,15659750172,黑龙江省,北镇县
10003608,15921843773,陕西省,巢湖市
10003609,13349148985,北京市,莉县
10003610,13809059827,山西省,玉兰市
10003611,18545950249,重庆市,宁德县
10003612,15852131669,吉林省,志强县
10003613,13305617499,江苏省,哈尔滨市
10003614,18586622805,吉林省,北镇市
10003615,13727973549,香港特别行政区,惠州县
10003616,13898867331,陕西省,娟县
10003617,14704421862,河南省,贵阳市
10003618,18824220893,贵州省,广州市
10003619,14540138298,广西壮族自治区,亮县
10003620,15100394248,陕西省,浩市
10003621,18078252167,上海市,贵阳市
10003622,14536187468,福建省,南宁县
10003623,14525393625,香港特别行政区,银川县
10003624,13654959449,河北省,辉县
10003625,18108254405,广西壮族自治区,成市
10003626,18588046692,山西省,重庆市
10003627,13049863014,广西壮族自治区,春梅县
10003628,18806120241,湖南省,丽市
10003629,13483923432,浙江省,丹市
10003630,15055753199,河北省,明市
10003631,15564499072,西藏自治区,鑫市
10003632,18043672718,贵州省,明市
10003633,18570757050,湖南省,台北市
10003634,18789038871,浙江省,南宁县
10003635,15100793907,湖北省,宇县
10003636,13461663586,香港特别行政区,杭州市
10003637,13025776442,山东省,柳州县
10003638,13356464990,广西壮族自治区,巢湖市
10003639,18508870803,海南省,倩市
10003640,13863626840,山西省,红霞市
10003641,14532875368,江苏省,斌县
10003642,15940853202,贵州省,婷婷市
10003643,18086965920,宁夏回族自治区,峰县
10003644,18521104212,四川省,瑜市
10003645,18174065094,重庆市,丽华县
10003646,18880867319,广西壮族自治区,杨市
10003647,13958795599,贵州省,香港市
10003648,15644095254,海南省,台北市
10003649,15975920047,山东省,香港县
10003650,15871831376,山西省,昆明市
10003651,15382621047,山东省,秀珍县
10003652,18864213935,上海市,玉兰市
10003653,13002194268,吉林省,想市
10003654,18254225673,内蒙古自治区,欣市
10003655,14506357740,上海市,宁德县
10003656,18211079592,新疆维吾尔自治区,杭州市
10003657,15909717249,江西省,秀云市
10003658,18855288421,辽宁省,东县
10003659,13399624911,吉林省,佛山县
10003660,13504033870,湖南省,丹县
10003661,13913051727,香港特别行政区,建华市
10003662,18141300310,四川省,兴安盟县
10003663,15552937903,山东省,宁德市
10003664,15606843959,香港特别行政区,帅县
10003665,18739345518,四川省,巢湖县
10003666,14539577145,吉林省,颖县
10003667,18267609742,黑龙江省,北京县
10003668,15930912214,辽宁省,洁市
10003669,13438715962,新疆维吾尔自治区,宁县
10003670,18745558446,江苏省,勇市
10003671,15222569036,新疆维吾尔自治区,晶市
10003672,14784368481,安徽省,雷市
10003673,13865345822,山西省,关岭县
10003674,15001676919,云南省,通辽市
10003675,18774314152,浙江省,强县
10003676,14767980250,西藏自治区,福州市
10003677,13779069701,青海省,上海市
10003678,15218887666,北京市,邯郸县
10003679,14778172313,福建省,建华市
10003680,18654433480,湖北省,丹县
10003681,13863854489,甘肃省,秀荣县
10003682,15150589727,山东省,福州市
10003683,15803297900,澳门特别行政区,秀梅县
10003684,13729864717,江苏省,秀云市
10003685,13797482566,河南省,秀华市
10003686,18170164034,浙江省,大冶县
10003687,18501754311,河北省,成都县
10003688,14535734557,重庆市,阜新县
10003689,13292950776,浙江省,红梅市
10003690,13136478347,吉林省,梧州市
10003691,18284070010,江苏省,佛山市
10003692,15977190069,广东省,龙市
10003693,14534107865,湖南省,惠州市
10003694,18570334596,湖南省,建军市
10003695,18891820984,天津市,长春市
10003696,13343103901,辽宁省,海门县
10003697,15941203124,香港特别行政区,涛市
10003698,15177360174,青海省,晨县
10003699,15303446082,湖南省,沈阳县
10003700,13293125554,江苏省,惠州市
